index,nature,culture,traffic,sleep,food,shopping,inform,conv,kind,active,cost,busy,avg,city,Cluster
4798,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,경기도 파주시,1
4799,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 파주시,2
4800,1.0,0.5,0.75,1.0,0.75,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.75,0.75,0.9999999999999999,경기도 파주시,1
4801,0.75,0.5,1.0,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 파주시,2
4802,1.0,0.5,1.0,1.0,1.0,0.75,0.75,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,경기도 파주시,0
4803,1.0,0.75,0.5,0.5,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,경기도 파주시,1
4804,1.0,0.5,0.75,1.0,1.0,0.5,0.5,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.9999999999999999,경기도 파주시,2
4805,1.0,0.5,1.0,1.0,0.75,0.5,0.5,0.9999999999999999,0.33333333333333337,0.5,0.75,1.0,0.9999999999999999,경기도 파주시,2
4806,0.75,0.5,0.75,0.75,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 파주시,2
4807,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 파주시,2
4808,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,0.75,0.75,0.75,0.9999999999999999,경기도 파주시,0
4809,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,경기도 파주시,1
4810,1.0,0.75,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,경기도 파주시,2
4811,1.0,0.75,0.75,1.0,1.0,0.75,0.75,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.9999999999999999,경기도 파주시,0
4812,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,경기도 파주시,2
4813,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,경기도 파주시,2
4814,1.0,0.75,0.75,0.75,0.75,1.0,0.75,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 파주시,2
4815,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,경기도 파주시,1
4816,1.0,0.75,0.75,0.75,0.5,0.5,0.75,0.6666666666666666,0.33333333333333337,0.75,0.5,0.75,0.6666666666666666,경기도 파주시,1
4817,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.33333333333333337,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,경기도 파주시,2
4818,1.0,0.75,1.0,1.0,1.0,0.5,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,0.75,0.9999999999999999,경기도 파주시,0
4819,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,1.0,0.9999999999999999,경기도 파주시,1
4820,1.0,0.75,0.75,1.0,0.75,0.5,0.5,0.33333333333333337,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,경기도 파주시,2
4821,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.6666666666666666,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,경기도 파주시,1
4822,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,경기도 파주시,2
4823,0.75,0.5,1.0,0.75,1.0,0.75,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 파주시,2
4824,0.75,0.5,1.0,0.75,0.75,0.5,0.5,0.6666666666666666,0.33333333333333337,1.0,0.75,1.0,0.6666666666666666,경기도 파주시,2
4825,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.33333333333333337,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,경기도 파주시,1
4826,1.0,0.5,0.75,0.75,1.0,0.5,0.75,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.6666666666666666,경기도 파주시,2
4827,0.75,0.5,0.5,0.75,1.0,0.5,0.75,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,경기도 파주시,1
4828,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 파주시,2
4829,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.33333333333333337,0.6666666666666666,0.5,0.75,0.25,0.6666666666666666,경기도 파주시,1
4830,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.33333333333333337,경기도 파주시,1
4831,1.0,0.75,1.0,1.0,1.0,0.75,0.75,0.9999999999999999,0.9999999999999999,0.75,0.75,0.75,0.9999999999999999,경기도 파주시,0
4832,0.75,0.5,0.25,0.75,0.75,0.5,0.5,0.33333333333333337,0.6666666666666666,0.5,0.5,0.25,0.6666666666666666,경기도 파주시,1
4833,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,경기도 파주시,1
4834,1.0,0.75,1.0,0.75,0.75,0.5,0.5,0.9999999999999999,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,경기도 파주시,2
4835,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.33333333333333337,0.6666666666666666,0.5,0.75,0.25,0.6666666666666666,경기도 파주시,1
4836,0.5,0.75,1.0,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,경기도 파주시,2
4837,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 파주시,2
4838,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.75,0.5,0.6666666666666666,경기도 파주시,1
4839,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.75,1.0,1.0,0.6666666666666666,경기도 파주시,0
4840,1.0,0.5,0.75,1.0,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,경기도 파주시,2
4841,0.75,1.0,1.0,1.0,0.75,1.0,0.75,0.9999999999999999,0.33333333333333337,1.0,0.75,1.0,0.9999999999999999,경기도 파주시,0
4842,1.0,0.75,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 파주시,2
4843,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,경기도 파주시,1
4844,0.5,0.5,0.75,0.5,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.33333333333333337,경기도 파주시,1
4845,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,경기도 파주시,1
4846,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,경기도 파주시,1
4847,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,경기도 파주시,1
4848,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,1
4849,0.75,0.75,1.0,0.75,0.75,0.75,1.0,0.9999999999999999,0.9999999999999999,1.0,0.75,0.75,0.6666666666666666,경기도 이천시,0
4850,1.0,0.5,1.0,0.75,0.5,0.5,0.5,0.6666666666666666,0.9999999999999999,0.5,0.5,0.5,0.6666666666666666,경기도 이천시,2
4851,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4852,1.0,0.5,0.75,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4853,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,경기도 이천시,2
4854,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,경기도 이천시,0
4855,1.0,0.75,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.33333333333333337,0.75,0.5,0.75,0.6666666666666666,경기도 이천시,1
4856,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4857,1.0,0.5,1.0,1.0,0.75,0.5,0.5,0.6666666666666666,0.33333333333333337,1.0,0.75,1.0,0.9999999999999999,경기도 이천시,2
4858,1.0,0.5,0.75,0.75,1.0,0.5,1.0,0.9999999999999999,0.6666666666666666,1.0,0.75,1.0,0.9999999999999999,경기도 이천시,0
4859,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,1
4860,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,1
4861,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,1
4862,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,경기도 이천시,1
4863,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0.33333333333333337,0.0,0.5,0.25,0.5,0.0,경기도 이천시,1
4864,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,1
4865,0.75,1.0,0.75,0.75,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 이천시,2
4866,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.6666666666666666,0.33333333333333337,0.5,0.5,0.5,0.33333333333333337,경기도 이천시,1
4867,1.0,0.75,1.0,1.0,0.75,0.75,0.5,0.6666666666666666,0.33333333333333337,0.5,0.75,0.75,0.9999999999999999,경기도 이천시,2
4868,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4869,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,경기도 이천시,2
4870,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.5,0.6666666666666666,경기도 이천시,2
4871,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,1
4872,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4873,1.0,0.5,0.75,0.75,0.75,0.5,1.0,0.9999999999999999,0.33333333333333337,1.0,0.5,0.75,0.9999999999999999,경기도 이천시,2
4874,1.0,1.0,0.75,0.75,1.0,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4875,1.0,0.5,0.75,1.0,0.75,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,경기도 이천시,2
4876,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.6666666666666666,0.9999999999999999,0.5,0.5,0.75,0.6666666666666666,경기도 이천시,2
4877,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4878,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.6666666666666666,0.33333333333333337,0.5,0.75,0.5,0.6666666666666666,경기도 이천시,1
4879,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.9999999999999999,0.6666666666666666,0.75,1.0,0.75,0.6666666666666666,경기도 이천시,0
4880,1.0,0.5,0.75,0.75,1.0,0.5,1.0,0.9999999999999999,0.6666666666666666,1.0,0.75,1.0,0.9999999999999999,경기도 이천시,0
4881,0.5,0.75,0.75,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,경기도 이천시,2
4882,1.0,0.5,1.0,1.0,0.75,0.5,0.5,0.6666666666666666,0.33333333333333337,1.0,0.75,1.0,0.9999999999999999,경기도 이천시,2
4883,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.9999999999999999,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4884,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.6666666666666666,0.33333333333333337,0.5,0.5,0.75,0.6666666666666666,경기도 이천시,1
4885,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,경기도 이천시,2
4886,1.0,0.75,0.75,1.0,0.75,0.5,0.75,0.33333333333333337,0.6666666666666666,0.5,0.5,0.75,0.9999999999999999,경기도 이천시,2
4887,1.0,0.5,1.0,0.75,0.75,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.5,0.75,0.6666666666666666,경기도 이천시,1
4888,1.0,0.5,0.75,1.0,0.75,0.5,1.0,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 이천시,2
4889,0.75,0.5,0.75,0.75,1.0,0.75,0.5,0.33333333333333337,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,경기도 이천시,1
4890,0.75,0.5,0.75,1.0,1.0,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.75,0.75,0.9999999999999999,경기도 이천시,2
4891,0.75,0.75,1.0,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,경기도 안성시,2
4892,0.5,0.5,0.5,1.0,0.75,1.0,0.75,0.9999999999999999,0.6666666666666666,0.5,0.5,0.5,0.9999999999999999,경기도 안성시,2
4893,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.33333333333333337,0.5,0.5,0.75,0.6666666666666666,경기도 안성시,1
4894,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.9999999999999999,0.6666666666666666,1.0,0.75,1.0,0.6666666666666666,경기도 안성시,0
4895,1.0,0.75,1.0,0.75,1.0,0.5,1.0,0.9999999999999999,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,경기도 안성시,0
4896,1.0,0.5,1.0,0.75,1.0,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,1.0,0.6666666666666666,경기도 안성시,1
4897,0.75,0.5,0.75,1.0,0.5,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.9999999999999999,경기도 안성시,2
4898,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 안성시,2
4899,0.75,0.75,0.75,1.0,0.75,0.5,1.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.9999999999999999,경기도 안성시,2
4900,0.75,1.0,0.5,1.0,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.6666666666666666,경기도 안성시,1
4901,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.9999999999999999,0.33333333333333337,0.5,0.75,1.0,0.33333333333333337,경기도 안성시,1
4902,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 안성시,2
4903,1.0,0.75,1.0,0.75,1.0,0.5,1.0,0.9999999999999999,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,경기도 안성시,0
4904,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,경기도 안성시,2
4905,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.33333333333333337,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 안성시,1
4906,1.0,0.75,1.0,0.75,0.75,0.75,0.75,0.9999999999999999,0.9999999999999999,0.75,0.75,1.0,0.6666666666666666,경기도 안성시,0
4907,1.0,0.5,1.0,0.75,1.0,0.75,1.0,0.9999999999999999,0.9999999999999999,0.5,1.0,1.0,0.6666666666666666,경기도 안성시,0
4908,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 안성시,2
4909,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.6666666666666666,경기도 안성시,1
4910,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.33333333333333337,0.75,0.5,0.75,0.6666666666666666,경기도 안성시,2
4911,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 안성시,2
4912,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.25,0.33333333333333337,경기도 안성시,1
4913,0.75,0.5,1.0,0.75,1.0,0.75,0.5,0.9999999999999999,0.9999999999999999,0.5,1.0,0.5,0.6666666666666666,경기도 안성시,2
4914,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,0.75,0.9999999999999999,경기도 안성시,0
4915,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.25,0.33333333333333337,경기도 안성시,1
4916,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.6666666666666666,0.9999999999999999,1.0,0.75,1.0,0.6666666666666666,경기도 안성시,0
4917,0.75,0.5,1.0,0.75,1.0,0.5,0.5,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 안성시,2
4918,1.0,0.5,0.75,1.0,0.5,0.5,1.0,0.9999999999999999,0.9999999999999999,0.5,0.5,1.0,0.9999999999999999,경기도 안성시,2
4919,0.75,0.5,0.75,1.0,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.9999999999999999,경기도 안성시,2
4920,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 안성시,2
4921,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.9999999999999999,1.0,0.5,1.0,0.9999999999999999,경기도 안성시,2
4922,0.75,0.5,0.75,1.0,0.5,0.75,0.5,0.0,0.33333333333333337,0.5,0.5,0.5,0.9999999999999999,경기도 김포시,1
4923,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.6666666666666666,0.9999999999999999,0.75,1.0,1.0,0.6666666666666666,경기도 김포시,0
4924,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.33333333333333337,0.9999999999999999,1.0,0.5,1.0,0.6666666666666666,경기도 김포시,0
4925,1.0,0.5,0.75,0.75,0.75,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4926,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,경기도 김포시,1
4927,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.33333333333333337,0.6666666666666666,0.5,0.5,0.75,0.33333333333333337,경기도 김포시,1
4928,1.0,0.75,1.0,1.0,0.75,1.0,0.75,0.9999999999999999,0.9999999999999999,0.5,0.25,1.0,0.6666666666666666,경기도 김포시,0
4929,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4930,1.0,0.5,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4931,1.0,0.5,0.75,0.75,0.5,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,경기도 김포시,1
4932,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.33333333333333337,경기도 김포시,1
4933,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.75,0.75,0.33333333333333337,경기도 김포시,1
4934,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,경기도 김포시,1
4935,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.33333333333333337,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,경기도 김포시,1
4936,1.0,0.5,0.75,0.75,0.5,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.5,0.75,0.6666666666666666,경기도 김포시,1
4937,0.75,0.75,1.0,0.75,0.75,0.75,1.0,0.6666666666666666,0.33333333333333337,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4938,0.75,0.5,0.75,0.75,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,경기도 김포시,1
4939,1.0,0.75,1.0,0.75,1.0,1.0,0.75,0.9999999999999999,0.6666666666666666,1.0,1.0,0.75,0.6666666666666666,경기도 김포시,0
4940,0.75,0.75,0.75,1.0,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,경기도 김포시,2
4941,1.0,0.5,0.75,0.75,0.5,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.5,0.75,0.6666666666666666,경기도 김포시,1
4942,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,경기도 김포시,2
4943,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.5,0.5,0.33333333333333337,경기도 김포시,1
4944,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,0.6666666666666666,경기도 김포시,2
4945,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,1.0,0.6666666666666666,경기도 김포시,0
4946,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4947,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 김포시,2
4948,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.9999999999999999,0.6666666666666666,0.5,1.0,1.0,0.9999999999999999,경기도 김포시,0
4949,1.0,0.75,0.75,0.5,1.0,0.75,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,1.0,0.33333333333333337,경기도 김포시,2
4950,0.75,0.5,1.0,0.75,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4951,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,경기도 김포시,1
4952,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,경기도 김포시,1
4953,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.33333333333333337,0.6666666666666666,0.5,0.75,0.5,0.6666666666666666,경기도 김포시,1
4954,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.5,0.5,0.33333333333333337,경기도 김포시,1
4955,1.0,1.0,0.75,0.75,1.0,0.5,0.75,0.9999999999999999,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 김포시,2
4956,1.0,0.5,1.0,0.75,0.75,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4957,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.6666666666666666,경기도 김포시,1
4958,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.33333333333333337,0.33333333333333337,0.5,0.5,0.5,0.6666666666666666,경기도 김포시,1
4959,1.0,0.75,0.5,0.75,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666,경기도 김포시,2
4960,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4961,0.75,0.5,0.5,0.75,0.75,1.0,0.75,0.33333333333333337,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4962,0.75,0.5,1.0,0.75,0.5,0.5,0.5,0.33333333333333337,0.33333333333333337,1.0,0.5,0.75,0.6666666666666666,경기도 김포시,1
4963,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,1
4964,1.0,1.0,0.75,0.75,0.75,0.5,0.75,0.9999999999999999,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4965,1.0,0.75,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,1.0,0.9999999999999999,경기도 김포시,0
4966,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.6666666666666666,0.33333333333333337,0.5,0.5,0.5,0.33333333333333337,경기도 김포시,1
4967,1.0,1.0,0.75,0.75,0.75,0.75,1.0,0.6666666666666666,0.33333333333333337,0.5,0.5,0.75,0.6666666666666666,경기도 김포시,2
4968,0.75,0.5,0.75,0.75,1.0,0.5,0.75,0.6666666666666666,0.9999999999999999,0.5,0.75,0.75,0.6666666666666666,경기도 김포시,2
4969,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.5,0.33333333333333337,경기도 김포시,1
4970,0.5,0.5,0.75,0.5,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.33333333333333337,경기도 김포시,1
4971,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,0.9999999999999999,0.75,0.75,0.75,0.6666666666666666,경기도 김포시,2
