index,자연,음식,레포츠,역사,테마파크,휴식,예술,도심,가족,장소
4330,1,0,0,0,0,1,0,1,0,섭지코지
4331,1,1,0,1,1,1,1,0,0,섭지코지
4332,1,1,0,0,1,1,0,0,0,섭지코지
4333,1,1,0,0,0,0,0,1,0,섭지코지
4334,0,0,0,0,0,1,0,1,0,섭지코지
4335,1,0,0,0,0,1,0,1,0,섭지코지
4336,1,1,0,0,0,1,0,0,0,섭지코지
4337,0,0,0,0,0,0,0,0,0,섭지코지
4338,1,1,1,1,1,1,1,0,0,섭지코지
4339,1,0,0,0,0,1,0,1,0,섭지코지
4340,1,0,0,0,0,1,0,0,0,섭지코지
4341,1,1,0,0,0,1,0,0,0,섭지코지
4342,1,1,0,0,0,1,0,0,0,섭지코지
4343,0,0,1,0,0,1,0,0,0,섭지코지
4344,1,1,0,0,0,1,0,1,0,섭지코지
4345,1,1,0,0,0,1,0,1,0,섭지코지
4346,1,1,0,0,0,1,0,0,0,섭지코지
4347,1,1,0,0,0,1,0,0,0,섭지코지
4348,1,0,0,0,0,1,0,0,0,섭지코지
4349,1,0,0,0,0,1,0,0,0,섭지코지
4350,1,0,0,0,0,1,0,0,0,섭지코지
4351,1,1,0,0,0,1,0,0,0,섭지코지
4352,1,0,0,0,0,1,0,0,0,섭지코지
4353,1,1,0,1,0,0,0,0,0,섭지코지
4354,1,1,0,1,1,1,0,1,0,섭지코지
4355,1,0,0,0,0,1,0,0,0,섭지코지
4356,1,1,0,0,0,1,0,0,0,섭지코지
4357,1,0,0,0,1,1,0,0,0,섭지코지
4358,1,1,0,0,0,1,0,0,0,섭지코지
4359,1,0,0,0,0,1,0,0,0,섭지코지
4360,1,0,1,0,0,1,0,0,0,섭지코지
4361,1,1,0,0,0,1,0,0,0,섭지코지
4362,1,1,0,0,1,1,0,1,0,섭지코지
4363,1,1,0,0,1,1,1,0,0,섭지코지
4364,0,1,0,0,0,1,0,1,0,섭지코지
4365,0,0,0,0,0,0,0,0,1,섭지코지
4366,1,1,0,0,0,1,0,0,0,섭지코지
4367,1,1,0,0,0,1,0,0,0,섭지코지
4368,1,0,1,0,0,1,0,0,0,섭지코지
4369,0,1,0,0,0,0,0,0,0,섭지코지
4370,0,0,0,0,0,0,0,0,0,섭지코지
4371,0,1,0,0,0,1,0,0,0,섭지코지
4372,1,1,1,0,1,1,0,0,0,섭지코지
4373,1,1,0,0,0,1,0,0,0,섭지코지
4374,1,1,0,0,0,1,0,0,0,섭지코지
4375,0,1,0,0,0,1,0,0,0,섭지코지
4376,1,1,0,0,1,1,0,0,0,섭지코지
4377,0,1,0,0,1,0,0,0,0,섭지코지
4378,1,0,0,0,0,0,0,0,0,섭지코지
4379,1,0,0,0,0,1,0,0,0,섭지코지
4380,1,0,0,0,0,1,0,1,0,섭지코지
4381,1,1,0,0,0,1,0,1,0,섭지코지
4382,0,1,0,0,0,1,0,0,0,섭지코지
4383,1,1,0,0,1,1,0,0,0,섭지코지
4384,1,0,0,0,0,0,0,0,0,섭지코지
4385,1,1,0,0,0,0,0,0,0,섭지코지
4386,1,1,0,1,1,1,0,0,0,섭지코지
4387,1,1,0,0,1,1,1,1,0,섭지코지
4388,1,1,0,0,1,1,0,1,0,섭지코지
4389,1,1,0,0,0,1,0,0,0,섭지코지
4390,1,1,0,0,0,1,0,1,0,섭지코지
4391,1,1,0,0,0,1,0,1,0,섭지코지
4392,1,0,0,0,0,1,0,1,0,섭지코지
4393,0,0,0,0,0,1,0,0,1,섭지코지
4394,1,1,1,0,1,1,0,0,0,섭지코지
4395,1,1,0,1,0,1,0,1,0,섭지코지
4396,1,1,0,0,0,0,0,0,0,섭지코지
4397,1,1,0,0,0,1,0,0,0,섭지코지
4398,1,1,0,0,0,1,0,0,0,섭지코지
4399,1,1,0,0,0,1,0,0,0,섭지코지
4400,1,1,0,1,1,1,0,0,0,섭지코지
4401,1,0,0,1,0,1,0,0,0,섭지코지
4402,1,0,1,0,0,1,0,0,0,섭지코지
4403,1,1,0,0,0,0,0,0,0,섭지코지
4404,1,1,0,1,0,1,1,0,0,섭지코지
4405,1,0,0,0,0,1,0,0,0,섭지코지
4406,0,0,0,0,0,1,0,1,0,섭지코지
4407,1,1,0,1,0,0,1,0,0,섭지코지
4408,1,1,0,0,0,1,0,0,0,섭지코지
4409,1,0,0,1,1,0,0,0,0,섭지코지
4410,1,1,0,0,0,1,0,0,0,섭지코지
4411,1,1,0,0,0,1,0,0,0,섭지코지
4412,1,1,0,1,0,1,0,0,0,섭지코지
4413,0,0,1,0,0,0,0,0,0,섭지코지
4414,1,1,0,0,0,1,0,1,0,섭지코지
4415,1,1,0,0,0,1,0,0,0,섭지코지
4416,1,1,0,0,0,1,0,0,0,섭지코지
4417,1,1,1,0,0,0,1,0,0,섭지코지
4418,1,0,0,0,0,1,1,0,0,섭지코지
4419,1,1,0,0,1,1,1,0,0,섭지코지
4420,1,1,0,0,1,1,0,0,0,섭지코지
4421,1,1,0,1,0,1,0,0,0,섭지코지
4422,1,1,0,0,0,1,0,0,0,섭지코지
4423,1,1,0,1,1,1,1,0,0,섭지코지
4424,1,1,0,0,1,1,0,1,0,섭지코지
4425,1,1,1,0,0,1,1,0,0,섭지코지
4426,1,1,0,0,0,0,0,0,0,섭지코지
4427,0,0,0,0,0,0,0,0,0,섭지코지
4428,1,1,0,0,1,1,0,0,0,섭지코지
4429,1,1,0,0,0,1,0,0,0,섭지코지
4430,1,1,0,0,0,0,0,0,0,섭지코지
4431,1,1,0,0,0,0,0,0,0,섭지코지
4432,1,1,0,0,0,1,0,0,0,섭지코지
4433,1,1,0,1,1,1,0,0,0,섭지코지
4434,1,1,0,0,0,1,0,0,0,섭지코지
4435,0,0,0,0,0,0,0,0,0,섭지코지
4436,1,0,0,0,0,1,0,1,0,섭지코지
4437,0,1,0,0,1,1,0,0,0,섭지코지
4438,1,0,0,0,0,0,0,0,0,섭지코지
4439,1,0,0,0,0,1,0,0,0,섭지코지
4440,0,0,0,0,0,1,0,0,0,섭지코지
4441,0,1,0,0,0,1,0,0,0,섭지코지
4442,1,0,0,0,1,1,0,0,0,섭지코지
4443,1,1,1,1,0,1,1,1,0,섭지코지
4444,1,1,1,0,1,1,0,0,0,섭지코지
4445,1,0,0,0,0,0,0,1,0,섭지코지
4446,1,1,0,0,1,0,0,0,0,섭지코지
4447,1,1,1,0,0,1,0,0,0,섭지코지
4448,1,1,0,0,0,1,0,0,0,섭지코지
4449,0,1,0,0,1,1,0,0,0,섭지코지
4450,0,1,0,0,0,1,0,0,0,섭지코지
4451,1,1,0,0,0,1,0,0,0,섭지코지
4452,1,1,0,0,0,1,0,0,0,섭지코지
4453,1,0,0,0,0,1,0,0,0,섭지코지
4454,1,1,0,0,1,0,0,0,0,섭지코지
4455,1,1,0,0,0,0,0,0,0,섭지코지
4456,1,1,0,0,0,1,0,0,0,섭지코지
4457,1,1,0,0,0,1,0,0,0,섭지코지
4458,1,1,0,0,1,1,0,0,0,섭지코지
4459,1,0,0,0,0,1,0,1,0,섭지코지
4460,0,1,1,0,0,0,0,0,0,섭지코지
4461,1,1,0,0,0,0,0,1,0,섭지코지
4462,0,0,1,0,0,0,0,0,0,섭지코지
4463,1,1,0,0,0,1,0,0,0,섭지코지
4464,1,1,0,0,0,1,1,1,0,섭지코지
4465,1,0,0,0,0,1,0,1,0,섭지코지
4466,1,1,0,0,1,0,0,0,0,섭지코지
4467,1,1,0,0,0,1,0,0,0,섭지코지
4468,1,1,0,0,1,0,0,0,0,섭지코지
4469,1,1,0,0,0,1,0,1,0,섭지코지
4470,1,1,0,0,0,1,0,0,0,섭지코지
4471,1,0,0,0,0,0,0,0,0,섭지코지
4472,1,1,0,0,0,1,0,0,0,섭지코지
4473,1,1,0,0,0,1,0,1,0,섭지코지
4474,1,0,0,0,0,1,0,0,0,섭지코지
4475,1,1,0,0,0,1,0,0,0,섭지코지
4476,1,0,0,0,0,1,0,0,0,섭지코지
4477,1,1,0,0,0,0,0,1,0,섭지코지
4478,1,0,1,0,0,1,0,0,0,섭지코지
4479,1,1,0,0,1,1,0,1,0,섭지코지
4480,1,1,0,0,1,1,0,1,0,섭지코지
4481,1,1,1,0,0,1,1,1,0,섭지코지
4482,0,0,0,0,0,1,0,1,0,섭지코지
4483,1,1,1,0,0,1,0,0,0,섭지코지
4484,1,1,0,0,1,1,1,0,0,성산일출봉
4485,1,1,0,0,0,1,0,1,0,성산일출봉
4486,1,0,0,0,0,1,0,1,0,성산일출봉
4487,1,0,0,0,0,1,0,0,0,성산일출봉
4488,1,1,0,0,0,0,0,0,0,성산일출봉
4489,0,1,0,0,0,1,0,0,0,성산일출봉
4490,1,1,0,1,0,1,0,1,0,성산일출봉
4491,1,0,0,0,0,1,1,0,0,성산일출봉
4492,0,1,0,0,0,1,0,0,0,성산일출봉
4493,1,1,0,0,0,1,0,0,0,성산일출봉
4494,1,0,0,0,0,1,0,0,0,성산일출봉
4495,0,1,0,0,0,1,0,0,0,성산일출봉
4496,1,1,1,0,0,1,1,1,0,성산일출봉
4497,1,1,0,0,0,0,0,1,0,성산일출봉
4498,1,0,0,0,1,1,0,0,0,성산일출봉
4499,1,1,0,0,0,1,0,0,0,성산일출봉
4500,1,1,0,0,0,1,0,0,0,성산일출봉
4501,1,1,0,0,0,1,0,0,0,성산일출봉
4502,1,1,0,0,0,0,0,1,0,성산일출봉
4503,1,1,0,0,0,1,0,0,0,성산일출봉
4504,1,1,0,0,1,1,0,1,0,성산일출봉
4505,1,1,0,0,1,1,1,0,0,성산일출봉
4506,1,1,0,1,1,1,0,0,0,성산일출봉
4507,1,0,0,0,0,1,0,1,0,성산일출봉
4508,0,0,1,0,0,0,0,0,0,성산일출봉
4509,1,1,0,1,0,0,0,0,0,성산일출봉
4510,1,1,0,0,0,1,0,0,0,성산일출봉
4511,1,1,0,1,0,1,1,0,1,성산일출봉
4512,1,1,0,1,1,1,1,0,0,성산일출봉
4513,1,1,0,1,1,1,0,0,0,성산일출봉
4514,1,1,0,0,1,1,0,0,0,성산일출봉
4515,1,1,0,0,0,1,0,0,0,성산일출봉
4516,1,1,0,0,0,0,0,0,0,성산일출봉
4517,1,0,0,0,1,1,0,0,0,성산일출봉
4518,1,1,0,1,1,1,1,0,0,성산일출봉
4519,1,1,0,0,0,1,0,1,0,성산일출봉
4520,1,1,0,0,0,1,0,0,0,성산일출봉
4521,1,1,0,0,0,1,0,0,0,성산일출봉
4522,1,1,0,0,0,1,0,0,0,성산일출봉
4523,1,1,0,0,1,1,0,1,0,성산일출봉
4524,0,0,0,0,0,1,0,0,0,성산일출봉
4525,1,1,0,0,0,0,0,1,0,성산일출봉
4526,1,0,0,0,0,1,0,1,0,성산일출봉
4527,1,0,0,0,0,1,0,0,0,성산일출봉
4528,1,1,0,0,0,1,0,0,0,성산일출봉
4529,0,1,0,0,1,1,0,1,0,성산일출봉
4530,1,1,0,0,0,1,0,0,0,성산일출봉
4531,1,0,0,0,0,1,0,0,0,성산일출봉
4532,1,1,0,0,0,1,0,1,0,성산일출봉
4533,1,1,0,0,1,1,0,1,0,성산일출봉
4534,1,1,0,0,1,0,0,0,0,성산일출봉
4535,1,1,0,0,0,0,0,0,0,성산일출봉
4536,1,0,0,0,0,1,0,0,0,성산일출봉
4537,1,1,0,1,1,0,1,1,0,성산일출봉
4538,1,0,0,0,0,1,0,1,0,성산일출봉
4539,1,1,0,0,1,1,0,0,0,성산일출봉
4540,1,1,0,1,0,1,1,0,0,성산일출봉
4541,1,1,0,0,0,1,0,0,0,성산일출봉
4542,1,0,1,0,0,1,0,0,0,성산일출봉
4543,0,1,0,0,0,1,0,1,0,성산일출봉
4544,0,0,0,0,0,0,0,0,1,성산일출봉
4545,0,0,0,0,0,1,0,0,1,성산일출봉
4546,1,1,0,0,0,1,0,0,0,성산일출봉
4547,1,0,0,0,0,1,0,1,0,성산일출봉
4548,0,1,0,0,0,0,0,0,0,성산일출봉
4549,1,1,0,0,1,1,0,1,0,성산일출봉
4550,1,1,0,0,0,1,0,0,0,성산일출봉
4551,1,0,0,0,0,1,0,0,0,성산일출봉
4552,0,1,0,0,1,1,0,0,0,성산일출봉
4553,1,0,0,0,0,0,0,1,0,성산일출봉
4554,1,1,0,0,0,1,0,0,0,성산일출봉
4555,0,1,1,0,0,0,0,0,0,성산일출봉
4556,1,1,0,0,0,1,0,0,0,성산일출봉
4557,1,1,1,0,0,0,0,0,0,성산일출봉
4558,1,1,0,0,0,1,0,0,0,성산일출봉
4559,0,0,0,0,0,0,0,0,0,성산일출봉
4560,1,1,0,0,0,1,0,0,0,성산일출봉
4561,1,1,0,1,0,1,0,0,0,성산일출봉
4562,1,1,0,0,1,1,0,1,0,성산일출봉
4563,1,1,0,0,0,1,0,0,0,성산일출봉
4564,1,0,0,1,1,0,0,0,0,성산일출봉
4565,1,1,1,0,0,1,0,0,0,성산일출봉
4566,1,1,0,0,0,1,0,0,0,성산일출봉
4567,1,1,0,1,1,1,0,0,0,성산일출봉
4568,1,1,0,0,1,0,0,0,0,성산일출봉
4569,1,0,1,0,0,0,0,1,0,성산일출봉
4570,1,1,0,0,1,1,0,1,0,성산일출봉
4571,1,1,0,0,1,1,0,1,0,성산일출봉
4572,1,0,0,0,0,1,0,0,1,성산일출봉
4573,1,1,0,1,1,1,0,1,0,성산일출봉
4574,1,0,0,0,0,1,0,0,0,성산일출봉
4575,1,0,0,0,0,1,0,0,0,성산일출봉
4576,1,1,0,0,0,1,0,0,0,성산일출봉
4577,1,0,0,0,0,1,0,0,1,성산일출봉
4578,1,0,0,1,0,0,0,0,0,성산일출봉
4579,1,0,0,0,0,1,0,0,0,성산일출봉
4580,1,1,0,1,0,1,0,1,0,성산일출봉
4581,1,1,0,0,1,1,1,1,0,성산일출봉
4582,1,0,0,0,0,1,0,0,0,성산일출봉
4583,1,1,0,0,1,1,0,0,0,성산일출봉
4584,1,1,0,0,0,0,0,1,0,성산일출봉
4585,1,1,0,1,0,1,0,0,0,성산일출봉
4586,1,0,0,0,0,1,0,0,0,성산일출봉
4587,1,0,0,0,1,1,0,0,0,성산일출봉
4588,1,1,0,0,0,1,0,0,0,성산일출봉
4589,1,1,0,0,0,1,0,0,0,성산일출봉
4590,1,1,0,0,0,1,0,0,0,성산일출봉
4591,1,1,0,0,0,1,0,0,0,성산일출봉
4592,1,1,0,1,0,1,0,0,0,성산일출봉
4593,0,1,0,0,0,1,0,0,0,성산일출봉
4594,1,1,0,0,0,0,0,0,0,성산일출봉
4595,1,1,0,0,0,1,0,0,0,성산일출봉
4596,1,0,0,0,0,1,0,0,0,성산일출봉
4597,1,1,0,0,0,1,0,0,0,성산일출봉
4598,1,1,0,0,1,1,0,0,0,성산일출봉
4599,1,1,0,0,0,1,0,1,0,성산일출봉
4600,1,1,0,0,0,1,0,0,0,성산일출봉
4601,1,0,0,0,0,0,0,1,0,성산일출봉
4602,1,0,0,0,1,0,0,0,0,성산일출봉
4603,1,0,0,0,0,1,0,0,0,성산일출봉
4604,1,1,0,1,0,0,0,0,0,성산일출봉
4605,1,1,0,0,0,1,0,0,0,성산일출봉
4606,1,1,0,0,0,1,0,0,0,성산일출봉
4607,1,0,0,0,0,1,0,1,0,성산일출봉
4608,1,1,0,0,1,1,0,0,0,성산일출봉
4609,1,1,0,0,0,0,0,0,0,성산일출봉
4610,1,1,0,0,0,1,0,0,0,성산일출봉
4611,1,1,0,1,0,1,1,0,0,성산일출봉
4612,1,0,0,0,0,1,0,0,0,성산일출봉
4613,1,1,0,0,0,1,0,0,0,성산일출봉
4614,1,1,0,0,0,0,0,1,0,성산일출봉
4615,1,1,1,0,0,1,0,0,0,성산일출봉
4616,1,1,0,0,0,1,0,0,0,성산일출봉
4617,0,0,1,0,0,0,0,0,0,성산일출봉
4618,1,1,1,1,0,0,0,0,0,성산일출봉
4619,1,1,0,0,1,1,0,0,0,성산일출봉
4620,1,0,0,0,0,1,0,0,0,성산일출봉
4621,1,0,0,0,0,1,0,0,0,성산일출봉
4622,1,1,0,0,0,1,0,1,0,성산일출봉
4623,1,1,0,0,0,1,0,0,0,성산일출봉
4624,0,0,0,0,0,1,0,1,0,성산일출봉
4625,1,1,0,0,1,1,0,0,0,성산일출봉
4626,1,1,0,0,0,1,0,1,0,성산일출봉
4627,1,1,0,0,1,1,0,0,0,성산일출봉
4628,1,0,0,0,0,0,0,0,0,성산일출봉
4629,1,1,0,0,0,1,0,0,0,성산일출봉
4630,1,1,0,0,1,1,0,1,0,성산일출봉
4631,1,0,0,0,0,1,0,1,0,성산일출봉
4632,1,0,0,0,0,1,0,1,0,성산일출봉
4633,1,1,1,0,0,1,1,0,0,성산일출봉
4634,1,1,0,0,1,0,0,0,0,성산일출봉
4635,1,1,0,0,1,1,0,0,0,성산일출봉
4636,1,0,0,0,0,0,0,1,0,성산일출봉
4637,0,0,0,0,0,1,0,1,0,성산일출봉
4638,1,1,0,0,1,0,0,0,0,성산일출봉
4639,1,0,0,0,0,1,0,0,0,성산일출봉
4640,1,1,1,0,0,1,0,0,0,성산일출봉
4641,1,1,0,0,0,1,0,0,0,성산일출봉
4642,1,1,0,1,0,1,0,0,0,성산일출봉
4643,1,1,0,0,0,1,0,0,0,성산일출봉
4644,1,1,0,0,1,1,0,0,0,성산일출봉
4645,1,0,0,0,0,1,0,0,1,성산일출봉
4646,0,1,0,0,0,1,0,0,0,성산일출봉
4647,1,1,0,0,0,1,0,0,0,성산일출봉
4648,1,1,0,0,1,1,0,0,0,성산일출봉
4649,1,1,0,1,1,0,0,0,0,성산일출봉
4650,1,1,0,0,1,0,0,0,0,성산일출봉
4651,1,0,0,0,0,1,0,1,0,성산일출봉
4652,0,1,0,0,1,1,0,0,0,성산일출봉
4653,1,1,1,0,0,0,0,0,0,성산일출봉
4654,1,1,0,0,0,1,0,0,0,성산일출봉
4655,1,1,0,0,1,0,0,0,0,성산일출봉
4656,1,1,0,0,0,1,0,0,0,성산일출봉
4657,0,1,1,0,0,0,0,0,0,성산일출봉
4658,1,1,0,1,1,1,1,0,0,성산일출봉
4659,1,1,0,1,0,0,0,0,0,성산일출봉
4660,1,1,0,0,1,1,0,1,0,성산일출봉
4661,1,0,0,0,0,1,0,0,0,성산일출봉
4662,1,1,0,0,1,0,0,0,1,성산일출봉
4663,1,1,0,0,0,1,0,0,0,성산일출봉
4664,1,1,0,1,0,1,1,0,0,성산일출봉
4665,1,1,1,0,0,1,0,0,0,성산일출봉
4666,1,0,0,0,1,1,0,0,0,성산일출봉
4667,1,1,0,0,0,0,0,0,0,성산일출봉
4668,1,1,0,0,0,1,0,0,0,성산일출봉
4669,1,1,0,0,1,0,1,0,0,성산일출봉
4670,1,1,0,1,0,0,1,0,1,성산일출봉
4671,1,1,1,1,1,1,1,0,0,성산일출봉
4672,1,1,0,0,0,1,0,0,0,성산일출봉
4673,1,1,0,0,0,1,0,1,0,성산일출봉
4674,1,1,0,1,1,0,0,0,0,성산일출봉
4675,1,1,0,0,0,1,0,0,0,성산일출봉
4676,1,1,0,0,0,1,0,0,0,성산일출봉
4677,1,1,0,0,0,1,0,0,0,성산일출봉
4678,1,0,0,0,0,1,0,1,0,성산일출봉
4679,1,1,0,0,1,1,1,0,0,성산일출봉
4680,1,1,1,0,1,1,0,0,0,성산일출봉
4681,1,1,0,0,0,0,0,1,0,성산일출봉
4682,1,1,0,0,0,1,0,0,0,성산일출봉
4683,1,1,0,0,1,1,0,0,0,성산일출봉
4684,1,0,0,0,0,1,0,0,0,성산일출봉
4685,1,1,0,0,0,1,0,0,0,성산일출봉
4686,1,1,0,0,0,0,0,1,0,성산일출봉
4687,1,1,0,0,1,1,1,0,0,성산일출봉
4688,1,1,0,1,1,1,0,0,0,성산일출봉
4689,1,0,0,0,0,1,0,0,0,성산일출봉
4690,1,0,0,0,0,0,0,0,0,성산일출봉
4691,0,0,0,0,0,1,0,1,0,성산일출봉
4692,1,1,0,0,0,1,0,0,0,성산일출봉
4693,1,0,0,0,0,0,0,0,1,성산일출봉
4694,0,0,0,0,0,1,0,1,0,성산일출봉
4695,1,0,0,1,0,1,0,0,0,성산일출봉
4696,1,1,0,0,0,1,0,1,0,성산일출봉
4697,1,0,0,0,0,1,0,0,0,성산일출봉
4698,0,0,0,0,0,0,0,0,0,성산일출봉
4699,1,0,0,0,0,1,0,0,0,성산일출봉
4700,0,1,0,0,1,0,0,0,0,성산일출봉
4701,1,1,0,0,0,1,0,0,0,성산일출봉
4702,1,1,0,0,0,1,0,0,0,성산일출봉
4703,1,1,0,0,1,1,0,1,0,성산일출봉
4704,1,1,0,0,0,0,0,0,0,성산일출봉
4705,1,0,0,1,0,1,0,0,0,성산일출봉
4706,1,0,0,0,0,0,0,0,0,성산일출봉
4707,1,1,0,0,1,0,0,0,0,성산일출봉
4708,1,1,0,0,0,1,0,0,0,성산일출봉
4709,1,0,0,0,0,1,0,0,0,성산일출봉
4710,1,1,1,0,0,1,0,0,0,성산일출봉
4711,1,0,0,0,0,1,0,0,0,성산일출봉
4712,1,1,0,0,0,1,0,1,0,성산일출봉
4713,0,0,1,0,0,0,0,0,0,성산일출봉
4714,1,0,0,0,0,1,0,0,0,성산일출봉
4715,1,1,0,0,1,0,0,0,0,성산일출봉
4716,1,1,0,0,0,1,0,0,0,성산일출봉
4717,0,1,0,0,0,1,0,0,0,성산일출봉
4718,1,1,1,0,1,1,0,0,0,성산일출봉
4719,1,1,0,0,0,1,0,0,0,성산일출봉
4720,1,0,1,0,0,1,0,0,0,성산일출봉
4721,1,1,1,0,1,1,0,0,0,성산일출봉
4722,1,1,0,0,0,1,0,0,0,성산일출봉
4723,1,1,0,0,1,0,1,0,0,성산일출봉
4724,1,1,0,0,0,1,0,0,0,성산일출봉
4725,1,1,1,1,0,1,1,1,0,성산일출봉
4726,1,0,0,0,0,1,1,0,0,성산일출봉
4727,1,1,0,0,0,1,0,1,0,성산일출봉
4728,1,1,0,0,0,1,0,1,0,성산일출봉
4729,1,1,0,0,0,1,0,0,0,성산일출봉
4730,1,1,0,1,0,1,0,0,0,성산일출봉
4731,1,1,0,0,0,1,0,0,0,성산일출봉
4732,1,0,0,0,0,0,0,0,0,성산일출봉
4733,1,1,0,0,0,0,0,0,0,성산일출봉
4734,1,0,0,0,0,1,0,0,0,성산일출봉
4735,1,1,0,0,0,1,0,0,0,성산일출봉
4736,1,0,0,0,1,0,0,1,0,성산일출봉
4737,1,1,0,0,0,1,0,0,0,성산일출봉
4738,1,1,0,0,0,1,0,0,0,성산일출봉
4739,0,0,0,0,1,0,1,0,0,성산일출봉
4740,1,0,0,0,0,1,0,0,0,성산일출봉
4741,1,1,0,0,0,0,0,0,0,성산일출봉
4742,1,1,0,0,0,1,0,0,0,성산일출봉
4743,1,0,1,0,0,1,0,0,0,성산일출봉
4744,1,1,0,1,0,0,1,0,0,성산일출봉
4745,1,1,0,0,0,1,0,0,0,성산일출봉
4746,1,1,0,1,0,1,0,0,0,성산일출봉
4747,1,1,0,0,0,1,0,0,0,성산일출봉
4748,1,1,0,0,0,1,0,0,0,성산일출봉
4749,1,0,0,0,0,1,0,0,0,성산일출봉
4750,1,0,0,0,0,1,0,0,0,성산일출봉
4751,1,1,0,0,0,1,0,0,0,성산일출봉
4752,1,1,0,0,1,1,0,0,0,성산일출봉
4753,1,1,0,0,1,1,0,0,0,성산일출봉
4754,1,1,0,0,0,0,0,1,0,성산일출봉
4755,1,1,0,0,0,1,0,0,0,성산일출봉
4756,1,0,0,1,1,0,0,0,0,성산일출봉
4757,1,1,0,0,0,1,0,0,0,성산일출봉
4758,1,1,0,0,1,0,0,0,0,성산일출봉
4759,1,1,0,0,0,1,0,0,0,성산일출봉
4760,1,1,0,0,0,1,0,0,0,성산일출봉
4761,1,1,0,0,0,1,0,1,0,성산일출봉
4762,1,0,0,0,0,1,0,0,0,성산일출봉
4763,1,1,0,0,0,1,0,0,0,성산일출봉
4764,0,0,0,0,0,0,0,0,0,성산일출봉
4765,1,1,0,1,1,1,0,1,0,성산일출봉
4766,1,1,0,0,1,1,0,1,0,성산일출봉
4767,1,0,0,0,0,1,0,0,0,성산일출봉
4768,1,1,0,0,0,0,0,0,0,성산일출봉
4769,1,1,0,0,0,0,0,0,0,성산일출봉
4770,1,1,0,0,0,1,0,0,0,성산일출봉
4771,1,1,0,0,0,1,0,0,0,성산일출봉
4772,1,1,1,0,1,1,0,0,0,성산일출봉
4773,1,0,0,0,0,1,0,0,0,성산일출봉
4774,1,1,0,0,0,1,0,0,0,성산일출봉
4775,1,1,0,0,0,0,0,0,0,성산일출봉
4776,1,0,1,0,0,1,0,0,0,성산일출봉
4777,1,0,0,0,0,1,0,0,0,성산일출봉
4778,1,0,1,0,0,1,0,0,0,성산일출봉
4779,1,1,0,0,0,0,0,0,0,성산일출봉
4780,1,1,0,0,0,1,0,0,0,성산일출봉
4781,1,1,0,0,0,1,0,0,0,성산일출봉
4782,1,1,0,0,0,1,0,0,0,성산일출봉
4783,1,0,0,0,0,1,0,0,0,성산일출봉
4784,1,0,0,0,0,1,0,0,0,성산일출봉
4785,1,1,0,0,1,0,0,0,0,성산일출봉
4786,1,1,0,0,0,1,0,1,0,성산일출봉
4787,0,0,0,0,0,0,0,0,0,성산일출봉
4788,1,1,0,0,0,1,0,0,0,성산일출봉
4789,1,0,0,0,0,1,0,1,0,성산일출봉
4790,1,0,0,0,0,1,0,0,0,성산일출봉
4791,1,1,0,0,0,0,0,0,0,성산일출봉
4792,1,1,0,0,0,0,0,0,0,성산일출봉
4793,1,0,0,0,0,1,0,0,0,성산일출봉
4794,1,1,0,0,0,1,0,0,0,성산일출봉
4795,1,0,0,0,0,1,0,0,0,성산일출봉
4796,1,1,0,0,1,1,0,0,0,성산일출봉
4797,0,0,0,0,0,0,0,0,0,성산일출봉
4798,0,0,1,0,0,1,0,0,0,성산일출봉
4799,1,1,0,0,0,1,0,0,0,성산일출봉
4800,1,0,0,0,0,0,0,0,0,성산일출봉
4801,1,0,0,0,0,1,0,0,0,성산일출봉
4802,1,0,0,0,0,1,0,1,0,성산일출봉
4803,1,1,0,0,0,1,0,0,0,성산일출봉
4804,1,1,0,0,0,1,1,1,0,성산일출봉
4805,1,1,0,0,0,1,0,1,0,성산일출봉
4806,0,1,0,0,1,1,0,0,0,성산일출봉
4807,1,1,0,1,1,1,1,1,0,성산일출봉
4808,1,1,0,0,0,1,1,0,0,성산일출봉
4809,1,0,0,0,0,1,0,0,0,성산일출봉
4810,1,1,0,0,0,1,0,1,0,성산일출봉
4811,1,1,0,0,0,1,0,0,0,성산일출봉
4812,1,1,0,0,0,0,0,0,0,성산일출봉
4813,1,0,0,0,0,1,0,0,0,성산일출봉
4814,1,0,0,0,0,1,0,0,1,성산일출봉
4815,1,1,0,0,0,1,0,0,0,성산일출봉
4816,1,1,0,0,0,1,0,0,0,성산일출봉
4817,1,0,0,0,0,0,0,0,0,성산일출봉
4818,1,0,0,0,0,1,0,0,0,성산일출봉
4819,1,0,0,0,0,1,0,1,0,성산일출봉
4820,0,1,0,0,1,1,0,0,0,성산일출봉
4821,1,1,0,0,0,1,0,0,0,성산일출봉
4822,1,1,0,0,0,1,0,0,0,성산일출봉
4823,0,1,0,0,0,1,0,0,0,성산일출봉
4824,1,0,0,0,0,1,0,0,0,성산일출봉
4825,1,0,0,0,1,1,0,0,0,성산일출봉
4826,1,0,0,0,0,1,0,1,0,성산일출봉
4827,1,1,1,0,0,0,1,0,0,성산일출봉
4828,1,1,0,0,1,0,0,0,0,송도구름산책로
4829,1,0,1,0,0,0,0,0,1,송도구름산책로
4830,1,1,0,0,0,1,0,0,0,송도구름산책로
4831,1,1,0,0,0,1,0,0,0,송도구름산책로
4832,0,0,0,0,0,1,0,0,0,송도구름산책로
