index,id,avg,nature,culture,traffic,sleep,food,shopping,inform,conv,kind,active,cost,busy,re,city
9598,3121012150A_127958,3,3,3,4,3.0,4,3,3,4,4,3,3,3,3,경기도 용인시
8962,3110169224A_188385,4,4,3,4,4.0,4,4,4,4,4,4,3,3,4,경기도 용인시
21078,34011591961_334119,5,5,5,5,5.0,4,3,5,5,5,3,5,4,4,경기도 용인시
9751,3124062102A_218980,3,3,3,4,3.0,4,3,4,5,4,4,3,3,4,경기도 용인시
8403,31041580331_101484,4,3,3,5,4.0,4,3,5,5,5,5,4,5,4,경기도 용인시
9748,3124061213A_189823,4,4,3,4,4.0,3,3,4,5,5,4,3,3,4,경기도 용인시
19112,3501173378A_337855,5,5,3,3,5.0,4,5,4,4,5,4,4,4,4,경기도 용인시
20693,29010340691_330370,4,5,3,4,4.0,4,4,4,4,4,3,3,4,4,경기도 용인시
1693,1123068004A_232988,4,4,4,3,4.0,4,3,4,4,4,3,3,4,4,경기도 용인시
1156,1116074150A_114400,4,4,5,3,4.0,3,3,4,4,4,3,3,3,4,경기도 용인시
8389,3104153113A_129956,4,4,3,4,4.0,5,4,4,4,4,3,4,4,4,경기도 용인시
19895,3902057133A_259454,4,4,3,4,4.0,4,3,3,3,3,3,3,3,4,경기도 용인시
4063,23050520341_121084,3,5,4,4,3.0,3,3,4,4,4,3,4,5,3,경기도 용인시
11764,34060510551_165749,4,4,3,5,4.0,4,3,3,5,5,3,5,5,4,경기도 용인시
8424,31041600771_130029,4,4,3,4,4.0,4,5,4,4,4,5,4,4,4,경기도 용인시
12049,34380340461_312432,4,5,3,4,4.0,3,3,4,4,5,5,3,3,3,경기도 용인시
796,11120570391_147491,4,4,3,4,4.0,4,4,4,5,4,4,2,3,4,경기도 용인시
6656,2505053088A_11823,4,5,5,4,4.0,5,5,4,5,5,5,5,4,4,경기도 용인시
9689,31240140551_161366,3,4,3,3,3.0,3,3,3,4,4,3,3,3,4,경기도 용인시
9789,31250120951_17138,5,5,3,5,5.0,4,3,5,5,5,4,4,4,4,경기도 용인시
1446,11210620631_2717,4,4,4,3,4.0,4,4,5,5,5,3,3,3,4,경기도 용인시
9025,3110454050A_217860,5,5,5,4,5.0,4,4,4,4,4,3,3,4,4,경기도 파주시
1260,1117072099A_87806,4,4,4,5,4.0,4,4,5,4,4,3,4,4,4,경기도 파주시
1648,1123060022A_85940,3,4,4,4,3.0,3,4,4,4,4,3,4,4,3,경기도 파주시
961,11140690061_87256,4,5,4,4,4.0,5,3,5,5,4,3,3,4,4,경기도 파주시
4610,2308056063A_8849,5,5,5,5,5.0,5,3,5,5,5,3,4,4,5,경기도 파주시
734,1111072049A_58609,5,5,3,4,5.0,4,3,3,4,4,3,4,4,5,경기도 파주시
1155,1116074150A_114388,4,4,3,4,4.0,4,3,3,3,4,4,4,4,4,경기도 파주시
4358,23060630011_270828,5,5,3,5,5.0,5,3,3,5,5,3,5,4,5,경기도 파주시
349,11070540041_232542,5,5,3,5,5.0,4,3,4,3,5,4,4,4,4,경기도 파주시
9012,3110452007A_128850,4,4,3,4,4.0,4,4,4,4,4,3,3,3,4,경기도 파주시
4814,23310330141_152374,4,4,3,4,4.0,4,4,4,5,4,4,4,3,4,경기도 파주시
8500,3104261024A_159908,4,5,3,4,4.0,3,4,5,5,5,4,3,4,3,경기도 파주시
1833,11240610051_235566,4,4,3,4,4.0,5,3,3,4,4,3,3,4,4,경기도 파주시
4624,23080590341_326913,5,5,3,5,5.0,5,3,5,5,5,3,4,4,5,경기도 파주시
9009,3110451038A_99271,4,4,3,4,4.0,4,4,4,4,4,3,3,3,4,경기도 파주시
1380,11200550351_115163,5,5,3,5,5.0,5,4,5,5,5,3,5,4,5,경기도 파주시
1253,11170712321_234997,4,4,5,4,4.0,4,4,4,4,5,3,4,5,4,경기도 파주시
4503,23070580361_152883,5,5,3,5,5.0,5,5,5,5,5,5,4,4,5,경기도 파주시
1970,11250741971_291059,4,3,3,3,4.0,4,3,3,4,3,3,4,4,4,경기도 파주시
1438,1121058131A_144134,4,3,4,5,4.0,4,5,4,4,3,3,4,3,3,경기도 파주시
9014,3110452007A_128875,4,5,4,4,4.0,5,3,4,3,4,3,3,4,4,경기도 파주시
1153,1116074150A_114379,4,5,3,4,4.0,4,3,4,3,3,3,3,4,4,경기도 파주시
781,1112052227A_291815,5,5,4,4,5.0,4,3,4,4,4,3,4,4,4,경기도 파주시
20054,11160732771_144510,4,4,3,3,4.0,4,3,3,4,4,4,3,4,4,경기도 파주시
4808,23310320101_122493,4,5,4,4,4.0,3,3,4,4,4,4,3,5,4,경기도 파주시
3877,2301062182A_92878,4,3,3,4,4.0,4,4,5,5,4,4,5,5,4,경기도 파주시
901,11130682151_1566,4,5,4,5,4.0,5,5,4,5,4,4,5,4,4,경기도 파주시
9825,3125053136A_128765,4,4,3,4,4.0,3,3,4,4,5,3,3,4,4,경기도 파주시
1258,11170720611_262885,4,5,4,4,4.0,5,5,5,4,4,3,5,4,4,경기도 파주시
946,1114061064A_173029,4,5,3,4,4.0,4,3,5,4,4,3,3,5,5,경기도 파주시
1185,1117055022A_233045,4,4,5,4,4.0,4,3,4,5,5,3,4,4,4,경기도 파주시
962,11140690061_87257,4,5,3,5,4.0,4,3,4,4,4,4,3,4,4,경기도 파주시
8714,3106060104A_246310,4,3,4,3,4.0,4,3,3,4,3,3,4,4,4,경기도 파주시
8308,31030521791_158682,4,4,4,4,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
3977,23030741051_298879,4,4,3,4,4.0,4,4,4,4,4,4,4,4,4,경기도 파주시
9035,3110456098A_303982,4,5,3,4,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
4187,2305060097A_38881,3,4,3,3,3.0,4,3,4,3,4,3,3,4,3,경기도 파주시
9036,3110456098A_303988,4,4,4,4,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
968,11140711381_176361,4,5,5,5,4.0,4,3,5,4,4,3,4,4,4,경기도 파주시
1623,11230580551_57582,3,3,3,4,3.0,4,3,3,4,4,3,3,4,3,경기도 파주시
12184,3501173378A_337855,5,5,3,3,5.0,4,5,4,4,5,4,4,4,4,경기도 파주시
4452,23070541231_65361,5,5,4,5,5.0,5,3,5,5,5,4,4,4,5,경기도 파주시
166,11040670611_146365,4,5,3,4,4.0,4,3,4,4,4,3,3,3,4,경기도 파주시
9044,31104590091_304038,4,4,4,4,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
8563,3105061084A_304874,4,4,3,4,4.0,4,3,4,5,5,3,3,4,4,경기도 파주시
1316,11180571211_176968,4,4,4,4,4.0,5,4,4,4,4,3,3,4,4,경기도 파주시
8612,3105069083A_219942,5,5,3,4,5.0,4,3,5,5,5,3,4,4,4,경기도 파주시
8602,3105067143A_160011,4,3,4,3,4.0,4,4,4,5,5,3,4,4,5,경기도 파주시
846,1112071076A_87053,4,5,3,4,4.0,4,3,4,4,4,3,3,4,4,경기도 파주시
4448,23070531131_8627,5,5,3,4,5.0,5,3,3,5,5,3,4,4,5,경기도 파주시
976,1114073142A_145905,4,5,4,4,4.0,4,5,5,4,4,4,4,5,4,경기도 파주시
908,11130721601_87157,4,4,4,4,4.0,4,3,3,3,4,3,3,4,4,경기도 파주시
4156,23050580021_94427,4,4,3,4,4.0,4,5,3,4,4,3,4,4,5,경기도 파주시
8207,3102168081A_72198,5,3,3,3,5.0,4,5,3,5,5,3,4,4,5,경기도 파주시
4418,2307052014A_93229,5,5,3,5,5.0,5,4,4,4,5,4,4,4,5,경기도 파주시
987,1114076044A_344975,4,5,3,5,4.0,4,3,4,4,4,3,3,4,4,경기도 파주시
4388,23060700331_122994,4,5,4,5,4.0,4,4,4,5,4,4,5,5,4,경기도 파주시
9027,3110454152A_249105,4,5,4,4,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
4564,2308051012A_210530,4,4,4,4,4.0,5,3,4,4,4,3,4,4,4,경기도 파주시
4421,2307052097A_123030,4,5,3,4,4.0,5,3,3,5,3,3,4,4,4,경기도 파주시
8974,3110352212A_274717,4,4,4,4,4.0,4,4,4,4,4,3,3,4,4,경기도 파주시
780,1112052227A_291807,4,4,4,4,4.0,4,3,4,4,4,3,3,4,4,경기도 파주시
9953,32010670151_17599,4,4,3,4,4.0,4,3,3,4,4,3,4,4,4,경기도 파주시
45,11020670481_319951,4,3,3,4,4.0,4,3,4,4,5,3,3,3,4,경기도 파주시
1590,11220621151_144708,4,5,4,5,4.0,5,4,5,4,5,4,5,4,4,경기도 파주시
15814,1115070043A_262560,4,4,3,4,4.0,4,3,4,4,3,3,3,3,4,경기도 파주시
775,1112051228A_318161,4,5,4,4,4.0,5,4,4,4,4,4,5,4,4,경기도 파주시
8908,3110153049A_157830,5,5,4,4,5.0,4,3,4,3,4,3,4,4,4,경기도 파주시
996,1114078134A_292249,4,5,3,4,4.0,4,5,4,4,3,3,4,4,4,경기도 파주시
33,1101073123A_29460,3,4,3,4,3.0,3,3,3,4,5,3,2,5,3,경기도 파주시
858,11120720641_58781,4,4,3,5,4.0,4,3,4,4,4,3,3,4,4,경기도 파주시
4431,23070521311_325375,4,5,3,5,4.0,5,3,3,5,3,5,4,5,3,경기도 파주시
9033,3110455153A_331266,4,5,3,5,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
9838,31260320541_161659,5,4,5,4,5.0,5,3,3,4,5,4,5,4,4,경기도 파주시
113,1103069082A_232048,5,5,4,5,5.0,4,3,4,4,4,3,3,4,4,경기도 파주시
965,11140701431_143958,4,5,5,4,4.0,3,3,4,4,5,3,4,4,4,경기도 파주시
4466,2307056022A_241887,5,5,5,4,5.0,5,3,5,5,4,4,4,4,5,경기도 파주시
4368,23060651131_297914,4,4,3,4,4.0,4,4,4,4,4,4,4,4,4,경기도 파주시
3884,23010640841_151614,4,3,3,4,4.0,3,3,3,4,3,3,4,3,4,경기도 파주시
8064,3101261190A_302115,4,4,3,4,4.0,4,4,3,3,4,4,4,4,4,경기도 파주시
707,1111059048A_175252,5,5,4,4,5.0,4,4,4,4,5,3,4,4,5,경기도 파주시
8985,31103540301_127420,4,5,3,4,4.0,3,4,4,4,4,3,3,4,4,경기도 파주시
8802,31091542971_202628,3,3,3,1,3.0,4,3,3,3,3,3,3,3,4,경기도 파주시
1754,1123078077A_114791,4,4,4,3,4.0,5,3,3,4,4,3,3,3,4,경기도 파주시
8981,31103540301_127384,5,4,4,4,5.0,4,4,4,3,4,3,4,4,4,경기도 파주시
1861,11240710391_177787,4,4,3,4,4.0,4,3,3,5,4,3,3,4,4,경기도 파주시
1133,1116072114A_59772,4,4,4,3,4.0,4,3,3,4,4,3,3,3,4,경기도 파주시
4654,23080650131_94109,4,4,4,5,4.0,4,4,3,4,5,4,4,4,4,경기도 파주시
1401,11200711281_143123,4,5,3,4,4.0,4,3,3,2,3,3,3,4,4,경기도 파주시
3900,2302055001A_181376,3,3,3,3,3.0,4,3,4,4,3,4,4,3,3,경기도 파주시
3911,23020590181_241347,4,5,3,4,4.0,4,3,3,3,3,3,3,4,4,경기도 파주시
4684,2308073033A_8954,4,4,4,5,4.0,4,4,4,4,5,4,4,4,4,경기도 파주시
951,11140661561_30619,4,5,5,4,4.0,4,3,4,4,5,4,3,5,4,경기도 파주시
11097,33380340381_252445,4,4,3,4,4.0,4,3,4,4,4,3,3,4,4,경기도 파주시
8992,3110355014A_305216,4,4,3,4,4.0,4,4,4,4,4,3,4,4,4,경기도 파주시
1040,1115064023A_117172,4,4,3,4,4.0,4,3,4,3,3,3,4,3,4,경기도 파주시
4679,23080711791_182933,4,4,4,5,4.0,4,4,4,4,4,5,3,4,4,경기도 파주시
1217,11170650011_30808,4,4,5,4,4.0,4,4,5,4,4,3,4,4,4,경기도 파주시
1402,11200711281_143126,5,5,3,4,5.0,5,3,4,4,4,3,4,4,4,경기도 파주시
4694,23080730681_212614,4,5,3,5,4.0,4,3,3,5,3,4,4,4,4,경기도 파주시
948,11140610711_292101,4,4,3,4,4.0,4,4,3,4,4,3,4,4,4,경기도 파주시
8832,31091760701_143625,4,4,3,4,4.0,4,3,4,4,4,3,3,4,4,경기도 파주시
9734,3124060084A_173167,4,4,4,4,4.0,3,4,3,4,4,3,3,3,4,경기도 파주시
8982,31103540301_127398,4,5,3,4,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
9705,31240360141_246787,5,5,3,4,5.0,4,3,3,3,3,3,4,4,4,경기도 파주시
4308,2306052109A_296489,4,4,3,5,4.0,4,3,3,4,4,3,4,4,4,경기도 파주시
4646,2308063101A_123355,5,5,3,5,5.0,5,4,4,5,4,3,4,4,5,경기도 파주시
665,11100641531_114346,4,5,4,3,3.0,4,3,4,4,4,3,3,3,4,경기도 파주시
4538,2307062007A_93459,5,5,3,4,5.0,5,3,3,5,5,3,4,4,5,경기도 파주시
4716,23080760431_270994,5,5,3,5,5.0,4,3,3,5,3,3,4,5,5,경기도 파주시
8165,3101462251A_247877,4,4,3,4,4.0,5,4,5,4,4,4,4,4,4,경기도 파주시
4719,2308076164A_154087,4,4,3,4,4.0,4,3,4,5,4,4,4,4,4,경기도 파주시
4521,23070610151_182720,5,5,5,5,5.0,5,3,5,5,5,4,4,4,5,경기도 파주시
3945,23030650891_241466,4,4,3,4,4.0,4,3,4,4,4,3,3,4,4,경기도 파주시
4295,2305074122A_210838,4,5,4,4,4.0,4,3,4,4,4,4,3,3,4,경기도 파주시
4640,2308063101A_123293,5,5,4,4,5.0,5,4,4,5,5,3,4,4,5,경기도 파주시
17502,25050551311_156747,4,4,4,4,4.0,4,4,4,4,4,4,3,3,4,경기도 파주시
4639,2308063044A_94071,4,4,4,5,4.0,4,4,4,4,5,4,4,4,4,경기도 파주시
8996,31103560211_157946,4,5,4,4,4.0,4,5,4,5,4,3,4,4,4,경기도 파주시
15853,11160732771_144510,4,4,3,3,4.0,4,3,3,4,4,4,3,4,4,경기도 파주시
16963,23310350271_210979,4,5,4,4,4.0,3,3,4,4,3,4,3,4,4,경기도 파주시
18214,31103540301_127384,5,4,4,4,5.0,4,4,4,3,4,3,4,4,4,경기도 파주시
4511,2307058125A_36909,5,5,4,5,5.0,5,3,5,5,5,3,5,4,5,경기도 파주시
715,1111065058A_291567,5,5,3,3,5.0,3,3,3,3,3,3,3,5,4,경기도 파주시
8997,31103560211_157949,5,5,4,4,5.0,4,3,3,3,4,3,4,4,4,경기도 파주시
5915,25010650941_10734,4,4,3,3,4.0,4,4,4,4,3,3,3,3,4,경기도 파주시
6675,25050551311_156747,4,4,4,4,4.0,4,4,4,4,4,4,3,3,4,경기도 파주시
8449,31041631011_190927,4,4,3,5,4.0,5,4,4,5,4,4,4,4,4,경기도 파주시
4531,23070611661_240129,4,4,3,5,4.0,4,3,3,4,3,5,4,5,4,경기도 파주시
894,1113066108A_234630,4,4,3,4,4.0,4,4,4,3,4,4,3,4,4,경기도 파주시
956,11140680201_59384,4,5,3,4,4.0,5,3,4,4,4,5,5,4,4,경기도 파주시
1727,1123074054A_345766,4,4,3,3,4.0,5,3,4,4,4,4,3,4,3,경기도 파주시
4771,2331011128A_94562,4,5,3,4,4.0,4,3,4,5,4,4,4,4,4,경기도 파주시
15848,11160730091_87665,4,5,3,4,4.0,4,4,3,3,4,3,4,2,4,경기도 파주시
8248,3102353022A_248014,3,4,3,4,3.0,3,4,4,4,4,3,2,3,3,경기도 파주시
4626,2308060060A_63313,5,5,4,5,5.0,5,4,4,5,5,4,4,4,5,경기도 파주시
1141,11160731331_116348,4,4,3,2,4.0,4,3,3,3,4,3,3,2,4,경기도 파주시
1045,1115065054A_146185,4,4,3,4,4.0,4,3,3,3,3,3,3,3,4,경기도 파주시
821,1112065001A_30348,4,5,4,5,4.0,4,3,3,5,4,4,4,5,4,경기도 파주시
1136,11160730091_87665,4,5,3,4,4.0,4,4,3,3,4,3,4,2,4,경기도 파주시
1484,11210680661_233504,4,3,4,5,4.0,4,3,4,4,4,3,4,5,4,경기도 파주시
18218,3110355014A_305216,4,4,3,4,4.0,4,4,4,4,4,3,4,4,4,경기도 파주시
4548,2307063027A_154417,4,5,3,4,4.0,5,3,3,4,3,3,4,3,4,경기도 파주시
954,11140661561_30657,4,5,4,5,4.0,5,5,5,5,5,4,5,5,4,경기도 파주시
9704,31240151891_217303,5,5,3,4,5.0,4,3,3,4,4,3,4,4,4,경기도 파주시
8793,3108061115A_70632,5,4,5,5,5.0,4,5,4,5,3,5,4,5,5,경기도 파주시
8975,3110352212A_274738,4,5,4,4,4.0,4,3,4,4,4,3,4,4,4,경기도 파주시
9807,3125052019A_104496,4,4,3,4,4.0,3,3,3,4,4,3,3,3,4,경기도 파주시
1130,1116071070A_29272,3,3,3,4,3.0,4,4,5,4,4,3,4,3,3,경기도 파주시
1143,11160732771_144510,4,4,3,3,4.0,4,3,3,4,4,4,3,4,4,경기도 파주시
1065,1115070043A_262560,4,4,3,4,4.0,4,3,4,4,3,3,3,3,4,경기도 파주시
955,11140680201_59373,4,4,3,4,4.0,4,3,4,4,4,3,4,3,4,경기도 파주시
16098,11240581021_177720,4,4,3,4,4.0,4,3,3,3,3,3,4,4,4,경기도 이천시
1299,11180550301_115494,4,4,4,5,4.0,4,4,5,5,5,5,4,4,4,경기도 이천시
9643,3122053027A_275801,4,5,3,5,4.0,3,3,3,4,5,3,3,3,4,경기도 이천시
15876,11170621741_2169,4,4,4,5,4.0,4,4,4,4,5,3,4,4,4,경기도 이천시
572,11090701251_142899,4,5,3,4,4.0,4,3,3,4,4,3,4,4,5,경기도 이천시
1814,11240581021_177765,4,4,3,4,4.0,4,3,3,4,4,3,4,5,3,경기도 이천시
4395,23060711701_210304,4,5,5,4,4.0,5,5,5,4,4,5,5,5,5,경기도 이천시
1632,1123059003A_57667,4,5,4,4,4.0,4,3,4,4,3,4,3,4,4,경기도 이천시
3860,23010580461_63767,4,5,3,4,4.0,4,3,4,4,4,3,4,4,4,경기도 이천시
16847,2307058005A_298091,5,5,3,5,5.0,4,3,3,4,3,5,4,5,5,경기도 이천시
18508,33020600091_191336,5,5,3,4,4.0,5,3,5,5,4,5,4,5,4,경기도 이천시
18441,3201067099A_17617,4,4,3,4,4.0,4,4,4,4,3,3,4,4,3,경기도 이천시
4061,2305051188A_64810,4,5,3,4,4.0,4,3,4,4,3,3,4,4,4,경기도 이천시
9957,3201067099A_17617,4,4,3,4,4.0,4,4,4,4,3,3,4,4,3,경기도 이천시
10145,32030670611_223330,4,4,3,4,4.0,3,3,3,3,3,3,3,3,4,경기도 이천시
10491,3303074047A_306830,2,2,4,3,2.0,3,3,3,3,2,3,2,3,2,경기도 이천시
20992,3302063225A_18828,4,4,3,4,4.0,3,3,4,4,4,3,4,4,4,경기도 이천시
9518,3119357002A_44234,4,4,5,4,4.0,4,4,5,4,4,4,4,4,3,경기도 이천시
1021,11150590011_145974,3,4,3,4,3.0,3,3,4,4,3,3,3,3,3,경기도 이천시
4536,2307061178A_65467,5,5,4,5,5.0,4,4,3,4,3,3,4,4,4,경기도 이천시
1206,11170621741_2169,4,4,4,5,4.0,4,4,4,4,5,3,4,4,4,경기도 이천시
9519,3119357002A_44238,4,4,4,5,4.0,4,4,4,4,4,4,4,5,4,경기도 이천시
9455,3119259079A_16532,4,4,4,5,4.0,4,4,4,4,4,4,4,3,4,경기도 이천시
10422,3302063225A_18828,4,4,3,4,4.0,3,3,4,4,4,3,4,4,4,경기도 이천시
4615,23080581041_268851,4,4,4,4,4.0,5,4,4,4,4,3,4,4,4,경기도 이천시
16822,2307052097A_123046,5,5,3,4,4.0,4,3,5,5,3,5,3,4,4,경기도 이천시
1773,1123079110A_144909,4,5,5,4,4.0,5,3,4,4,4,3,4,4,4,경기도 이천시
684,1111053148A_143682,5,5,3,4,5.0,4,3,5,4,4,3,4,4,4,경기도 이천시
8371,31041521201_14439,4,3,3,4,4.0,3,4,4,4,5,3,3,4,4,경기도 이천시
9409,3119253081A_100149,4,4,3,4,4.0,4,4,3,4,4,3,4,4,4,경기도 이천시
48,11020670481_320010,4,4,3,4,4.0,3,4,3,4,3,3,4,3,4,경기도 이천시
9462,31192611221_43796,4,4,4,5,4.0,4,4,4,5,4,4,5,4,4,경기도 이천시
10372,33020600091_191336,5,5,3,4,4.0,5,3,5,5,4,5,4,5,4,경기도 이천시
17923,31011600501_156185,4,3,4,4,4.0,5,4,4,4,4,3,4,5,4,경기도 이천시
4497,2307058005A_298091,5,5,3,5,5.0,4,3,3,4,3,5,4,5,5,경기도 이천시
15970,11210640811_88033,4,5,3,4,4.0,4,3,4,5,5,3,4,4,4,경기도 이천시
49,11020690701_290141,4,4,3,4,4.0,3,4,4,4,3,3,3,4,3,경기도 이천시
4744,2308078163A_326014,4,4,5,4,4.0,4,4,4,4,5,4,4,4,4,경기도 이천시
101,11030650411_145748,5,5,4,4,5.0,4,3,4,3,4,3,3,4,4,경기도 이천시
9743,3124061213A_189764,4,5,3,5,4.0,4,3,3,4,3,3,3,4,4,경기도 이천시
15964,11210581281_317312,4,5,3,4,5.0,4,3,5,5,4,3,4,4,4,경기도 이천시
519,11080842471_59136,4,4,3,4,4.0,5,4,3,3,4,3,3,3,4,경기도 이천시
10868,33044122241_19712,5,4,3,4,5.0,5,3,3,4,3,3,4,4,4,경기도 이천시
1320,1118057135A_177028,4,4,4,5,4.0,5,4,4,4,4,3,3,4,4,경기도 안성시
10505,33041350091_19046,5,3,3,3,5.0,4,5,4,5,4,3,3,3,4,경기도 안성시
8617,3105070071A_248327,4,4,3,4,4.0,4,3,4,4,3,3,3,4,4,경기도 안성시
4258,2305067086A_296382,4,5,4,5,4.0,5,4,5,5,4,5,4,5,4,경기도 안성시
18844,3401258010A_20471,4,5,4,5,4.0,5,3,5,5,4,5,4,4,4,경기도 안성시
8627,31050730361_15001,4,5,3,5,4.0,5,3,3,3,3,3,3,5,4,경기도 안성시
9730,3124057086A_100639,5,4,3,4,5.0,3,4,3,4,4,3,4,5,5,경기도 안성시
1207,11170621741_2175,4,4,5,4,4.0,4,5,4,4,5,3,4,4,4,경기도 안성시
771,11120511761_1369,5,4,4,4,5.0,4,3,5,4,4,4,3,4,4,경기도 안성시
1621,11230521491_3079,4,4,5,3,5.0,4,3,4,4,4,3,2,3,3,경기도 안성시
4445,23070531121_346382,3,3,3,4,3.0,4,3,3,5,3,3,4,5,3,경기도 안성시
1300,11180550301_115499,4,4,4,4,4.0,3,4,4,5,4,3,4,4,4,경기도 안성시
11368,3401258010A_20471,4,5,4,5,4.0,5,3,5,5,4,5,4,4,4,경기도 안성시
9482,31192622251_71516,4,4,4,4,4.0,4,3,4,4,4,3,3,4,4,경기도 안성시
9021,3110454050A_217821,4,4,4,3,4.0,4,4,4,3,4,4,4,4,4,경기도 안성시
11087,33370370751_161931,4,5,4,5,4.0,4,4,4,5,5,4,4,5,5,경기도 안성시
820,1112065001A_30342,4,5,3,5,4.0,5,4,5,5,5,3,5,5,4,경기도 안성시
8707,31060571351_101856,4,5,3,4,4.0,5,3,3,4,4,3,4,4,4,경기도 안성시
11342,3401254120A_252705,4,4,3,4,4.0,3,3,3,4,4,4,3,4,4,경기도 안성시
12013,34370330151_50383,4,5,4,4,4.0,4,4,4,4,3,4,3,4,4,경기도 안성시
18113,31060571351_101856,4,5,3,4,4.0,5,3,3,4,4,3,4,4,4,경기도 안성시
1726,1123074054A_345764,3,3,3,4,3.0,4,4,4,4,4,3,3,2,3,경기도 안성시
11515,3404012093A_20701,4,4,3,5,4.0,5,4,3,5,5,3,5,3,4,경기도 안성시
9085,31130120891_43097,5,5,4,5,5.0,5,4,5,4,5,5,4,4,4,경기도 안성시
16073,1123074054A_345764,3,3,3,4,3.0,4,4,4,4,4,3,3,2,3,경기도 안성시
540,1109062077A_235724,4,5,4,5,4.0,5,4,5,4,5,5,4,5,4,경기도 안성시
11032,3335036Q03A_132596,4,4,3,5,4.0,5,3,3,5,4,3,4,4,5,경기도 안성시
8833,31091762091_143165,5,5,3,4,5.0,3,3,5,5,5,3,3,5,5,경기도 안성시
10712,33043310061_163479,5,4,3,4,5.0,4,3,4,4,4,3,4,4,5,경기도 안성시
15877,11170621741_2175,4,4,5,4,4.0,4,5,4,4,5,3,4,4,4,경기도 안성시
9257,3116055131A_44128,5,5,3,5,5.0,3,3,3,4,5,5,3,5,4,경기도 안성시
8685,31050860521_332072,5,4,3,4,5.0,3,4,3,2,3,3,3,3,4,경기도 김포시
4090,23050530571_152748,4,5,5,4,4.0,5,4,5,4,5,4,5,5,4,경기도 김포시
945,11140600371_319062,4,5,5,5,4.0,3,5,5,3,5,5,3,5,4,경기도 김포시
964,11140701431_143953,4,5,3,4,4.0,4,5,4,4,4,3,4,4,4,경기도 김포시
3882,2301064069A_120649,4,4,3,4,4.0,3,3,3,4,4,3,4,3,3,경기도 김포시
4028,2304063189A_182452,3,3,4,3,3.0,3,3,3,3,4,3,3,4,3,경기도 김포시
15610,1106082159A_146609,4,5,4,5,5.0,4,5,4,5,5,3,2,5,4,경기도 김포시
8708,3106059080A_261051,4,5,4,4,4.0,5,4,4,4,5,3,4,4,4,경기도 김포시
1334,1119061092A_2399,4,5,3,4,4.0,5,3,3,4,4,3,4,4,4,경기도 김포시
3950,23030661321_297735,4,5,3,4,4.0,3,3,4,4,4,3,3,4,4,경기도 김포시
381,11070640481_86572,3,4,3,3,3.0,4,3,3,4,4,3,3,4,3,경기도 김포시
1331,11190560661_291066,3,5,3,3,3.0,3,3,3,3,3,3,4,4,3,경기도 김포시
3959,23030690971_120864,4,4,3,3,4.0,4,3,3,3,3,3,3,3,3,경기도 김포시
3991,2304051068A_38486,4,5,4,3,4.0,4,3,3,3,4,3,4,3,4,경기도 김포시
3857,23010570101_38159,4,5,3,4,4.0,3,3,3,4,3,3,3,4,4,경기도 김포시
959,11140690061_87249,4,4,4,5,4.0,4,4,5,4,3,3,4,4,4,경기도 김포시
4142,23050570111_38834,4,4,3,4,4.0,5,3,3,4,4,3,3,4,4,경기도 김포시
4136,2305056078A_210114,4,5,4,5,4.0,5,5,4,5,4,5,5,4,4,경기도 김포시
15857,11160741051_176757,4,4,4,4,5.0,4,4,3,4,4,3,4,3,4,경기도 김포시
16675,23010570101_38159,4,5,3,4,4.0,3,3,3,4,3,3,3,4,4,경기도 김포시
9175,3115056025A_127425,4,5,3,4,4.0,4,3,4,4,5,4,4,4,4,경기도 김포시
9553,31200310421_16687,3,3,4,4,3.0,4,3,3,4,3,3,3,3,3,경기도 김포시
1126,1116070150A_2098,4,4,5,5,4.0,4,4,5,4,4,3,4,5,4,경기도 김포시
1190,11170550911_262732,4,4,5,4,4.0,4,5,4,4,5,3,4,5,4,경기도 김포시
18346,31200521071_275519,4,4,4,4,4.0,4,3,4,4,4,3,4,4,4,경기도 김포시
988,11140761321_319205,4,4,4,4,4.0,4,4,3,4,4,4,4,4,4,경기도 김포시
12166,35011731091_312555,5,5,4,5,5.0,4,3,3,5,4,3,5,5,5,경기도 김포시
1127,1116070150A_2103,3,5,4,4,3.0,5,4,4,5,4,4,4,5,4,경기도 김포시
11794,34080120371_165853,4,4,3,5,4.0,4,3,4,4,4,3,4,4,4,경기도 김포시
1132,11160710911_59737,4,3,3,4,4.0,4,4,3,4,4,3,3,5,3,경기도 김포시
1002,11150520521_1830,4,4,3,4,4.0,4,3,3,3,3,3,3,3,4,경기도 김포시
832,11120651741_291981,4,4,3,4,4.0,4,3,4,3,4,3,4,3,4,경기도 김포시
10017,3202055019A_309073,3,4,4,4,3.0,3,3,3,4,3,3,3,3,3,경기도 김포시
4750,23310110291_9081,4,5,5,4,4.0,5,3,4,5,4,4,4,4,4,경기도 김포시
4761,2331011104A_346566,4,5,3,5,4.0,4,5,4,4,4,3,4,4,4,경기도 김포시
