index,id,avg,nature,culture,traffic,sleep,food,shopping,inform,conv,kind,active,cost,busy,re,city
5537,2404073071A_91962,4,3,4,4,4.0,3,4,5,4,4,4,5,5,4,전라남도 곡성군
12261,35012580921_136045,5,5,5,5,5.0,4,3,5,5,5,3,4,5,4,전라남도 곡성군
13153,36030372631_282723,4,5,3,5,4.0,4,3,4,4,5,3,4,4,4,전라남도 곡성군
13010,36020330271_135476,5,5,5,5,5.0,5,3,5,5,5,5,4,5,5,전라남도 곡성군
19308,35360360101_310886,4,5,4,4,5.0,5,4,4,4,5,4,4,5,4,전라남도 곡성군
12794,35330110891_134916,5,5,4,5,5.0,5,3,4,4,5,4,5,5,4,전라남도 곡성군
12890,36010570771_107762,4,5,4,4,4.0,5,4,4,5,5,4,4,5,4,전라남도 곡성군
17210,2405071096A_212523,5,5,3,5,4.0,5,5,4,5,5,4,5,5,5,전라남도 곡성군
6925,2602056158A_127091,4,4,5,4,4.0,4,4,5,5,4,4,4,4,4,전라남도 곡성군
5561,2404079059A_240928,4,4,5,5,4.0,5,3,5,5,4,3,5,5,4,전라남도 곡성군
12079,3501163123A_106016,4,4,3,4,4.0,4,4,5,4,4,3,4,4,4,전라남도 곡성군
15959,11210540561_202820,4,3,4,5,4.0,3,4,4,4,4,3,3,4,4,전라남도 곡성군
13510,36380320241_254867,4,5,4,3,4.0,5,4,4,4,5,4,4,5,4,전라남도 곡성군
12111,3501166092A_339777,4,3,4,5,4.0,4,5,4,4,5,4,5,4,4,전라남도 곡성군
12071,35011630821_78634,4,4,3,4,4.0,5,4,4,4,4,3,4,4,4,전라남도 곡성군
4944,24020540691_66153,4,5,3,5,4.0,5,5,5,5,5,3,5,5,5,전라남도 곡성군
5718,2405070197A_92512,5,5,3,5,5.0,5,5,4,5,5,4,4,5,5,전라남도 곡성군
5816,2405075295A_243879,5,5,3,5,5.0,4,5,3,5,5,5,3,5,4,전라남도 곡성군
5416,2404060070A_212746,4,5,5,4,4.0,4,3,5,4,5,4,4,5,4,전라남도 곡성군
13340,36060531931_339592,4,5,4,4,4.0,5,4,4,4,5,4,4,5,4,전라남도 곡성군
13498,36380110571_167637,4,5,4,4,4.0,5,4,4,4,5,4,4,5,5,전라남도 곡성군
12050,3501160037A_21534,5,5,4,4,5.0,4,5,5,4,5,4,4,5,5,전라남도 곡성군
13497,36370420171_137404,4,5,4,5,5.0,5,3,3,4,4,3,4,4,4,전라남도 곡성군
5573,2404079217A_297108,5,4,5,5,5.0,5,4,5,4,4,3,5,5,5,전라남도 곡성군
5784,24050741151_270028,5,4,5,5,5.0,4,5,4,5,5,5,5,4,4,전라남도 곡성군
5783,24050741151_270015,5,5,4,4,5.0,4,4,5,4,5,4,5,5,5,전라남도 곡성군
5385,2404058020A_94990,5,5,3,5,5.0,4,5,5,4,5,5,5,5,5,전라남도 곡성군
13496,36370420171_137400,4,4,4,5,4.0,5,4,3,3,4,4,5,4,4,전라남도 곡성군
13029,3602058009A_195165,4,3,5,4,4.0,4,5,5,4,4,5,5,4,4,전라남도 곡성군
5421,2404061045A_269456,4,4,5,5,4.0,4,4,4,5,5,5,4,4,4,전라남도 곡성군
12995,36020310441_79449,4,4,3,4,4.0,5,4,4,4,5,5,4,4,4,전라남도 곡성군
13491,36370370011_108252,4,4,3,5,5.0,4,3,4,4,5,4,4,4,4,전라남도 곡성군
12823,35360360101_310886,4,5,4,4,5.0,5,4,4,4,5,4,4,5,4,전라남도 곡성군
13174,3603055089A_310285,4,4,3,4,4.0,4,3,4,4,4,3,3,5,4,전라남도 곡성군
16439,21130631561_90103,4,5,3,4,4.0,5,4,4,4,5,4,4,5,5,전라남도 곡성군
16971,24010680521_326371,5,5,4,5,5.0,5,4,4,4,5,4,4,5,5,전라남도 곡성군
4907,2401071037A_94779,4,4,3,5,4.0,5,3,4,4,3,4,4,4,4,전라남도 곡성군
13286,36060111251_167930,4,5,4,4,4.0,4,3,5,4,4,4,3,4,4,전라남도 곡성군
12445,3502074107A_284206,4,5,4,5,4.0,5,3,5,5,4,3,5,5,4,전라남도 곡성군
19081,3501160037A_21534,5,5,4,4,5.0,4,5,5,4,5,4,4,5,5,전라남도 곡성군
13470,36370110361_142514,4,3,4,5,4.0,3,4,4,5,4,4,3,4,4,전라남도 곡성군
17118,2403064081A_211876,4,4,4,3,4.0,4,4,4,4,4,3,4,4,4,전라남도 곡성군
13410,36330350061_283401,5,5,4,5,5.0,4,4,4,5,4,5,5,5,5,전라남도 곡성군
5399,2404059009A_151006,5,4,3,4,5.0,4,4,5,4,4,4,4,5,5,전라남도 곡성군
13468,3637011016A_311074,3,3,4,4,3.0,3,3,4,4,2,3,3,4,3,전라남도 곡성군
5705,2405069115A_10415,5,5,3,5,5.0,4,5,5,5,5,4,5,5,5,전라남도 곡성군
12622,35040360131_136116,4,5,3,4,5.0,5,3,4,4,4,3,4,5,4,전라남도 곡성군
5493,2404069069A_269539,4,4,5,3,4.0,4,4,5,4,4,3,4,4,4,전라남도 곡성군
2802,21110701661_5037,4,4,4,3,4.0,4,3,4,3,3,3,4,4,4,전라남도 곡성군
12534,3503062004A_167412,5,5,4,5,5.0,5,4,5,5,4,3,5,4,5,전라남도 곡성군
7613,29010330111_155699,4,5,5,5,4.0,4,3,4,5,5,3,5,5,4,전라남도 곡성군
19131,35012590281_167127,5,5,3,5,4.0,5,5,4,4,4,5,5,5,5,전라남도 곡성군
6758,26010530261_125607,4,4,4,4,3.0,4,4,4,5,4,3,3,4,4,전라남도 곡성군
12546,35030651151_282135,4,3,4,4,4.0,3,3,5,5,4,4,4,3,4,전라남도 곡성군
13681,36460320301_169277,4,5,4,5,4.0,4,4,4,4,5,3,4,4,4,전라남도 곡성군
17139,2404059009A_151006,5,4,3,4,5.0,4,4,5,4,4,4,4,5,5,전라남도 곡성군
5352,24040560291_122855,4,4,3,3,4.0,5,4,4,5,4,4,5,5,4,전라남도 곡성군
13308,36060113171_226678,4,3,5,4,4.0,4,5,5,4,5,4,5,5,4,전라남도 곡성군
5630,2405056035A_269788,5,5,4,3,5.0,4,5,4,5,4,5,4,5,4,전라남도 곡성군
13318,36060350261_283269,4,5,3,5,4.0,5,3,3,4,4,3,3,5,4,전라남도 곡성군
13684,36460340191_198862,4,3,4,5,4.0,4,4,4,3,3,3,4,4,3,전라남도 곡성군
5242,2403064081A_211876,4,4,4,3,4.0,4,4,4,4,4,3,4,4,4,전라남도 곡성군
5498,24040690941_240883,4,4,3,3,4.0,4,5,4,4,5,3,4,4,4,전라남도 곡성군
5435,24040620951_36136,4,5,4,4,4.0,5,5,4,4,5,4,4,4,4,전라남도 곡성군
12892,36010570771_107784,4,4,3,5,4.0,4,4,3,5,5,4,4,5,4,전라남도 곡성군
13032,36020590031_135544,4,4,5,4,4.0,4,5,4,4,5,3,4,4,4,전라남도 곡성군
5592,2404080143A_92106,5,5,5,5,5.0,5,3,5,5,5,3,5,5,4,전라남도 곡성군
12895,3601058017A_107824,4,4,5,4,4.0,4,5,5,4,4,3,5,4,4,전라남도 곡성군
4901,24010680521_326371,5,5,4,5,5.0,5,4,4,4,5,4,4,5,5,전라남도 곡성군
19499,36450320041_313353,4,4,4,5,5.0,5,3,4,4,5,3,4,5,5,전라남도 곡성군
13141,3603037165A_137685,5,5,3,5,5.0,5,4,4,5,5,4,4,3,4,전라남도 곡성군
2901,21130631561_90103,4,5,3,4,4.0,5,4,4,4,5,4,4,5,5,전라남도 곡성군
13404,36330110451_226779,4,3,5,4,4.0,4,5,5,4,4,5,5,5,4,전라남도 곡성군
12647,35040531101_134744,4,5,4,4,5.0,5,3,4,4,3,3,4,4,4,전라남도 곡성군
13323,3606053011A_168026,4,5,3,4,4.0,4,3,4,4,4,4,3,4,4,전라남도 곡성군
5171,24030510051_240455,4,5,4,4,4.0,5,3,3,4,4,5,3,4,4,전라남도 곡성군
20250,21130631561_90103,4,5,3,4,4.0,5,4,4,4,5,4,4,5,5,전라남도 곡성군
17189,24050600091_325013,4,4,3,4,5.0,4,3,5,4,3,3,4,4,4,전라남도 곡성군
12652,35040580021_165280,4,4,3,4,4.0,4,5,5,3,3,4,3,4,3,전라남도 곡성군
5504,24040690941_240908,4,4,5,4,4.0,4,3,5,4,4,5,4,4,4,전라남도 곡성군
12406,3502069288A_79127,5,5,4,5,5.0,5,3,4,5,4,5,5,4,5,전라남도 곡성군
5502,24040690941_240900,4,4,3,4,4.0,4,5,4,4,5,4,4,5,4,전라남도 곡성군
13469,3637011016A_311108,4,4,3,3,4.0,5,4,4,5,4,4,3,4,3,전라남도 곡성군
19429,36060531931_339592,4,5,4,4,4.0,5,4,4,4,5,4,4,5,4,전라남도 곡성군
13071,36020630491_196970,5,5,4,5,5.0,5,3,5,4,5,3,5,5,4,전라남도 곡성군
5313,2403069086A_212031,4,4,3,4,4.0,4,3,3,4,3,3,4,3,4,전라남도 곡성군
16781,23050670741_8269,4,5,4,5,5.0,5,5,4,5,5,4,3,4,4,전라남도 구례군
20414,2402058160A_326435,4,4,5,4,4.0,5,3,3,4,4,4,5,4,4,전라남도 구례군
19240,35050420131_339427,4,5,3,5,4.0,5,4,5,5,5,3,5,5,4,전라남도 구례군
4991,2402058160A_326435,4,4,5,4,4.0,5,3,3,4,4,4,5,4,4,전라남도 구례군
21220,35310120651_225627,4,4,4,4,4.0,4,3,3,5,3,3,4,4,4,전라남도 구례군
17008,2402058160A_326435,4,4,5,4,4.0,5,3,3,4,4,4,5,4,4,전라남도 구례군
19275,35310120651_225627,4,4,4,4,4.0,4,3,3,5,3,3,4,4,4,전라남도 구례군
19432,3606053284A_283388,4,5,3,5,4.0,4,3,4,4,4,3,4,4,4,전라남도 구례군
16969,24010620241_209899,4,5,4,4,4.0,5,3,4,4,4,3,4,5,4,전라남도 구례군
4471,2307056022A_241935,5,5,5,5,5.0,5,5,5,5,5,5,4,4,5,전라남도 구례군
5625,24050550281_183920,4,5,3,5,4.0,5,3,3,5,5,4,5,4,4,전라남도 구례군
5252,24030650361_211972,4,3,4,4,4.0,4,5,4,3,4,4,3,4,4,전라남도 구례군
19102,35011691071_289270,4,5,3,5,5.0,4,4,5,5,5,5,4,5,5,전라남도 구례군
19872,38380360191_111885,4,5,3,4,3.0,4,4,4,4,5,3,4,5,5,전라남도 구례군
5499,24040690941_240890,4,3,5,4,4.0,4,3,4,4,3,4,4,3,4,전라남도 구례군
15388,38390112601_202277,4,5,5,3,4.0,4,4,3,5,3,3,4,3,4,전라남도 구례군
19625,3710011131A_228217,5,5,4,5,4.0,5,4,4,5,4,5,5,5,4,전라남도 구례군
5494,2404069069A_269548,4,3,4,5,4.0,4,4,5,5,4,4,4,5,4,전라남도 구례군
20461,2404065005A_66468,4,4,5,5,5.0,5,3,3,5,5,3,4,5,3,전라남도 구례군
2046,21020680531_322062,5,5,4,5,4.0,4,5,4,5,4,3,5,5,5,전라남도 구례군
5444,2404063Q08A_9984,4,5,4,4,4.0,4,5,5,5,4,4,4,5,4,전라남도 구례군
18994,3408038061A_339494,4,5,5,4,5.0,5,3,4,4,4,3,4,4,4,전라남도 구례군
5476,24040661121_122223,4,5,5,5,5.0,5,3,4,4,4,3,4,4,4,전라남도 구례군
17130,2403069086A_211995,4,4,4,3,4.0,4,4,4,4,3,4,4,4,4,전라남도 구례군
19132,35012590281_167132,5,4,3,5,5.0,4,5,5,4,5,5,5,5,5,전라남도 구례군
19387,3602066179A_225862,5,5,3,5,4.0,4,3,4,5,5,5,4,5,4,전라남도 구례군
2737,21100660131_321716,5,5,4,5,5.0,5,4,4,4,5,5,4,5,5,전라남도 구례군
5351,24040560291_122845,4,3,4,5,4.0,4,4,5,5,4,4,5,5,4,전라남도 구례군
5184,24030530011_271205,4,4,4,3,4.0,4,4,4,4,4,4,3,4,4,전라남도 구례군
17147,2404065005A_66468,4,4,5,5,5.0,5,3,3,5,5,3,4,5,3,전라남도 구례군
19380,3602061133A_310210,4,5,5,4,4.0,5,3,5,4,5,5,4,5,4,전라남도 구례군
19505,36460320301_169258,4,4,5,5,4.0,5,4,5,5,4,5,4,5,4,전라남도 구례군
5454,2404065005A_66468,4,4,5,5,5.0,5,3,3,5,5,3,4,5,3,전라남도 구례군
5315,24030691101_324585,4,5,4,5,4.0,4,4,5,4,4,5,3,4,3,전라남도 구례군
21405,38350110831_84016,4,5,3,4,4.0,4,4,4,4,4,3,4,5,4,전라남도 구례군
4887,24010620241_209899,4,5,4,4,4.0,5,3,4,4,4,3,4,5,4,전라남도 구례군
5438,2404063Q08A_9970,4,3,5,4,4.0,4,5,5,4,4,5,5,4,4,전라남도 구례군
5586,24040801051_92041,4,5,5,5,4.0,5,3,5,5,5,3,5,5,4,전라남도 구례군
17946,3101265113A_100812,4,5,4,4,4.0,4,4,4,4,5,4,4,4,4,전라남도 구례군
21353,38060310141_284964,4,4,4,5,4.0,4,5,4,4,5,4,4,5,4,전라남도 구례군
19402,3603037165A_137696,4,5,4,5,4.0,5,4,4,4,4,3,4,4,4,전라남도 구례군
16214,21020680531_322062,5,5,4,5,4.0,4,5,4,5,4,3,5,5,5,전라남도 구례군
5569,2404079162A_324829,4,5,5,4,4.0,5,4,4,4,5,4,4,5,5,전라남도 구례군
5217,2403061017A_123796,4,4,3,3,4.0,5,4,4,4,5,5,5,4,4,전라남도 구례군
19398,36030110151_168057,4,5,3,4,5.0,4,3,4,4,4,3,4,5,4,전라남도 구례군
5288,2403067039A_92327,4,3,4,4,4.0,5,3,4,4,5,5,4,4,4,전라남도 구례군
19450,36350310181_50899,4,5,4,5,4.0,5,3,3,5,3,3,5,5,4,전라남도 구례군
5090,24020660491_122033,5,5,5,5,5.0,5,5,5,5,5,3,5,5,5,전라남도 구례군
5345,24040550401_91772,5,5,5,4,5.0,5,5,4,5,4,5,5,5,5,전라남도 구례군
20562,25040550971_272297,4,5,4,4,5.0,5,3,5,4,4,3,4,5,4,전라남도 구례군
5538,2404073071A_91969,4,4,3,5,4.0,4,4,5,5,4,3,4,5,4,전라남도 구례군
16398,21100660131_321716,5,5,4,5,5.0,5,4,4,4,5,5,4,5,5,전라남도 구례군
5525,24040720411_324751,3,4,4,5,3.0,4,3,3,5,4,3,3,4,4,전라남도 구례군
5360,2404057019A_296786,4,3,4,4,4.0,3,3,3,4,4,2,3,3,4,전라남도 구례군
15022,3811153207A_201212,4,4,3,5,4.0,4,3,5,5,4,5,4,5,4,전라남도 구례군
5309,2403069086A_211995,4,4,4,3,4.0,4,4,4,4,3,4,4,4,4,전라남도 구례군
5314,24030691101_324573,4,3,5,4,4.0,4,5,5,3,3,3,4,4,4,전라남도 구례군
19372,3602060109A_282482,5,5,5,5,5.0,5,5,5,4,5,3,4,5,5,전라남도 구례군
15381,38380360191_111885,4,5,3,4,3.0,4,4,4,4,5,3,4,5,5,전라남도 구례군
9269,3116059068A_127596,4,5,4,5,4.0,4,3,3,5,5,4,5,4,4,전라남도 구례군
5657,2405058136A_92431,3,3,3,5,3.0,4,3,3,4,5,3,3,5,3,전라남도 구례군
12144,35011691071_254580,5,4,4,5,5.0,4,5,4,4,4,5,3,3,4,전라남도 구례군
12145,35011691071_254581,5,4,5,5,5.0,4,5,5,4,5,5,4,5,5,전라남도 구례군
13193,3603057099A_79718,5,5,3,5,5.0,4,3,4,4,4,3,4,5,5,전라남도 구례군
8762,31070520711_260799,5,5,5,4,5.0,5,4,5,5,5,5,5,5,4,전라남도 구례군
13143,3603037165A_137696,4,5,4,5,4.0,5,4,4,4,4,3,4,4,4,전라남도 구례군
13254,36040110481_312218,3,4,3,3,3.0,4,5,4,4,4,5,3,4,4,전라남도 구례군
9774,31250111681_247328,4,5,4,4,4.0,5,4,4,4,4,3,4,5,4,전라남도 구례군
21939,38350110831_84016,4,5,3,4,4.0,4,4,4,4,4,3,4,5,4,전라남도 구례군
13465,36360380301_311020,4,4,3,3,4.0,3,4,5,4,4,3,4,4,4,전라남도 구례군
9801,31250350481_100683,4,5,4,4,4.0,5,4,4,4,5,4,4,4,4,전라남도 구례군
12163,3501173076A_252929,4,5,3,5,4.0,5,4,4,5,5,5,4,5,5,전라남도 구례군
12143,35011691071_254577,5,4,3,5,5.0,5,4,4,5,5,4,5,4,5,전라남도 구례군
12164,3501173076A_289006,4,5,5,4,4.0,5,5,5,5,4,4,5,4,5,전라남도 구례군
13490,36370370011_108235,4,5,4,4,3.0,4,3,4,4,3,3,4,4,4,전라남도 구례군
12417,3502072044A_196764,4,5,4,4,4.0,5,5,4,5,5,3,5,5,4,전라남도 구례군
12603,3503072023A_51159,4,4,3,3,4.0,4,4,3,3,4,4,4,4,3,전라남도 구례군
13137,3603037049A_79601,4,5,4,5,4.0,4,3,5,4,3,3,3,4,4,전라남도 구례군
12206,35011770451_253033,5,5,3,3,5.0,5,4,5,5,5,3,5,5,5,전라남도 구례군
5762,24050730941_212621,5,4,4,5,5.0,4,5,4,5,5,5,4,5,4,전라남도 구례군
11531,3404012220A_77746,4,5,3,4,4.0,4,3,4,3,3,3,3,4,4,전라남도 구례군
5923,25010651321_39708,4,5,4,5,4.0,4,5,4,4,5,4,3,3,4,전라남도 구례군
12754,35310120651_225627,4,4,4,4,4.0,4,3,3,5,3,3,4,4,4,전라남도 구례군
12265,35012590281_167132,5,4,3,5,5.0,4,5,5,4,5,5,5,5,5,전라남도 구례군
12617,35040330251_106678,4,5,3,5,4.0,4,4,4,5,5,3,4,4,4,전라남도 구례군
13042,3602060109A_282482,5,5,5,5,5.0,5,5,5,4,5,3,4,5,5,전라남도 구례군
13489,3637011270A_80018,4,4,3,4,4.0,5,3,4,5,4,3,4,4,4,전라남도 구례군
13197,3603057234A_136288,3,3,3,4,3.0,4,3,3,4,4,3,4,4,3,전라남도 구례군
12909,36010640101_196794,4,4,4,5,4.0,5,3,5,4,5,5,4,5,4,전라남도 구례군
13384,36320310081_136463,5,5,5,5,5.0,3,3,3,4,4,3,3,5,4,전라남도 구례군
13249,3603067074A_23410,4,5,5,5,4.0,5,3,4,5,5,3,5,5,4,전라남도 구례군
8077,3101265113A_100812,4,5,4,4,4.0,4,4,4,4,5,4,4,4,4,전라남도 구례군
14239,3710011131A_228217,5,5,4,5,4.0,5,4,4,5,4,5,5,5,4,전라남도 구례군
13235,3603066148A_282760,4,4,3,4,4.0,4,3,3,3,4,4,3,3,3,전라남도 구례군
13293,3606011182A_253862,4,4,4,5,4.0,5,3,5,4,5,5,5,5,4,전라남도 구례군
12993,36020110951_51597,4,4,5,5,4.0,4,4,5,5,4,4,5,5,4,전라남도 구례군
13234,3603066101A_255373,4,4,3,4,4.0,4,3,4,3,4,3,4,3,4,전라남도 구례군
12996,36020310441_79460,4,4,3,3,4.0,5,5,4,4,5,5,4,5,4,전라남도 구례군
13305,36060113171_226646,4,4,5,4,4.0,5,4,3,4,4,5,3,4,4,전라남도 구례군
8834,3109177062A_332388,4,5,4,4,4.0,4,3,4,4,4,3,3,4,4,전라남도 구례군
12490,35030510211_79167,4,4,4,3,4.0,3,5,5,4,4,5,3,4,4,전라남도 구례군
6488,2504057021A_213834,4,3,4,4,4.0,4,3,4,3,4,3,3,3,3,전라남도 구례군
9617,3121054108A_260845,4,4,5,4,4.0,5,5,4,5,5,5,5,5,4,전라남도 구례군
5671,2405060042A_151205,5,4,5,4,5.0,5,3,4,5,4,3,3,4,4,전라남도 구례군
7835,2901060010A_67683,4,5,3,4,4.0,4,3,4,3,3,3,3,4,4,전라남도 구례군
13216,36030620131_167906,4,5,3,5,4.0,5,4,5,4,5,5,4,4,4,전라남도 구례군
13343,3606053214A_254165,5,5,5,5,5.0,5,5,5,5,5,5,5,5,5,전라남도 구례군
5667,24050600091_325013,4,4,3,4,5.0,4,3,5,4,3,3,4,4,4,전라남도 구례군
13215,36030620131_167898,4,5,3,5,4.0,5,3,4,4,5,3,5,5,4,전라남도 구례군
12106,3501166017A_283626,5,5,3,5,5.0,4,4,3,5,4,5,5,4,4,전라남도 구례군
13207,36030590151_108100,4,4,3,4,4.0,4,3,4,4,4,4,4,4,4,전라남도 구례군
13351,3606053284A_283388,4,5,3,5,4.0,4,3,4,4,4,3,4,4,4,전라남도 구례군
13352,3606053334A_339630,4,5,4,4,4.0,5,3,4,4,5,4,4,5,4,전라남도 구례군
12110,3501166092A_339773,4,4,5,4,4.0,4,5,4,4,3,4,4,5,3,전라남도 구례군
13360,3606054075A_312285,4,4,3,3,4.0,4,4,3,3,3,4,3,3,4,전라남도 구례군
5808,2405075180A_185604,5,5,3,4,5.0,5,4,5,4,4,5,5,5,5,전라남도 구례군
8112,3101356308A_219092,5,5,4,5,5.0,4,3,4,4,4,3,3,4,4,전라남도 구례군
5702,2405069068A_298715,4,4,3,4,4.0,4,5,4,4,4,3,4,4,4,전라남도 구례군
5727,2405070271A_122370,4,5,3,5,4.0,5,4,5,5,4,5,5,5,4,전라남도 구례군
13428,36350310181_50899,4,5,4,5,4.0,5,3,3,5,3,3,5,5,4,전라남도 구례군
14584,3805056021A_109390,4,5,3,4,4.0,5,4,4,4,5,3,4,4,4,전라남도 구례군
5737,2405071096A_212492,4,5,3,4,4.0,5,5,4,5,4,4,4,5,4,전라남도 구례군
13655,36450320041_313353,4,4,4,5,5.0,5,3,4,4,5,3,4,5,5,전라남도 구례군
13059,3602061133A_310210,4,5,5,4,4.0,5,3,5,4,5,5,4,5,4,전라남도 구례군
13098,3602066179A_225862,5,5,3,5,4.0,4,3,4,5,5,5,4,5,4,전라남도 구례군
13718,37011120631_53388,4,5,4,3,5.0,4,3,4,5,4,3,4,4,4,전라남도 구례군
6939,2602057064A_213281,4,3,4,3,3.0,3,3,3,3,3,4,4,3,5,전라남도 구례군
13045,3602060109A_282513,5,5,5,5,5.0,5,4,5,5,5,5,3,5,5,전라남도 구례군
12692,3505056014A_255941,4,3,4,5,4.0,4,4,4,3,4,4,5,4,4,전라남도 구례군
13085,3602065177A_172988,4,4,3,5,4.0,4,4,5,5,5,5,4,4,4,전라남도 구례군
13054,36020610661_166275,4,4,5,5,4.0,4,5,5,5,5,3,5,5,4,전라남도 구례군
13046,3602060109A_282522,5,5,5,5,5.0,5,5,5,5,5,3,5,5,5,전라남도 구례군
6539,2504061129A_69548,4,5,4,4,4.0,5,3,4,4,3,3,3,4,4,전라남도 구례군
13092,3602066123A_196977,4,3,4,5,4.0,4,4,3,3,5,5,5,4,4,전라남도 구례군
12621,35040360131_136096,4,5,4,5,4.0,4,3,3,4,4,3,4,4,4,전라남도 구례군
5958,2501079063A_124601,4,5,4,5,4.0,5,4,5,5,4,5,4,5,4,전라남도 구례군
5627,24050550281_183928,5,4,3,5,5.0,5,3,3,5,5,3,4,4,4,전라남도 구례군
12672,35050420131_339427,4,5,3,5,4.0,5,4,5,5,5,3,5,5,4,전라남도 구례군
5934,2501075030A_10824,4,4,3,4,4.0,3,4,4,3,4,4,4,3,4,전라남도 구례군
5739,2405071096A_212523,5,5,3,5,4.0,5,5,4,5,5,4,5,5,5,전라남도 구례군
17222,2405073051A_325182,5,4,5,4,4.0,4,5,4,5,4,3,5,5,5,전라남도 고흥군
12923,3601069014A_165902,5,5,4,5,5.0,5,4,5,5,5,5,5,4,4,전라남도 고흥군
13087,36020660191_253756,4,5,3,5,4.0,4,3,3,4,4,5,4,5,4,전라남도 고흥군
8769,31070530741_346659,4,4,3,4,4.0,4,3,4,4,4,4,4,3,4,전라남도 고흥군
22161,35012652061_309628,3,3,5,3,3.0,5,3,3,4,5,5,3,3,3,전라남도 고흥군
12109,3501166092A_339769,4,4,5,4,4.0,3,4,4,4,5,4,4,5,4,전라남도 고흥군
16282,2105084095A_148782,4,4,5,5,4.0,5,4,4,4,4,4,4,4,4,전라남도 고흥군
13209,36030590151_108119,3,4,3,4,3.0,4,3,4,4,5,3,4,4,4,전라남도 고흥군
13091,3602066123A_196976,4,3,4,4,4.0,5,3,3,3,3,3,4,4,4,전라남도 고흥군
17956,31013541201_187548,4,5,4,4,4.0,4,3,4,3,3,3,4,4,4,전라남도 고흥군
17218,2405073017A_269953,5,5,4,4,5.0,4,5,5,5,4,5,5,5,5,전라남도 고흥군
4918,2401072041A_123644,4,4,4,5,4.0,5,3,4,3,4,4,5,5,4,전라남도 고흥군
5489,2404069018A_240841,4,5,4,5,4.0,5,4,4,5,5,3,5,4,4,전라남도 고흥군
5795,2405075071A_124333,5,5,4,5,5.0,5,5,5,4,5,5,5,4,5,전라남도 고흥군
21181,35012652061_309628,3,3,5,3,3.0,5,3,3,4,5,5,3,3,3,전라남도 고흥군
19353,3601073116A_22907,4,4,3,4,4.0,5,3,3,5,4,4,3,4,5,전라남도 고흥군
5570,2404079162A_324845,4,5,4,4,4.0,5,4,4,5,4,4,5,5,4,전라남도 고흥군
5349,24040560291_122829,4,4,3,3,4.0,4,5,4,4,5,5,5,4,4,전라남도 고흥군
19377,3602061133A_310166,5,5,3,4,5.0,4,3,5,5,5,3,5,4,4,전라남도 고흥군
15204,3811411385A_172671,4,5,4,5,4.0,5,3,3,5,5,5,5,4,4,전라남도 고흥군
16069,1123073053A_345558,5,5,5,3,4.0,5,4,4,4,4,5,4,4,4,전라남도 고흥군
13011,36020330271_135489,5,5,3,5,5.0,5,3,5,4,5,5,5,5,5,전라남도 고흥군
19363,36020110951_51576,4,4,5,3,5.0,4,4,5,4,4,5,5,5,4,전라남도 고흥군
2933,21140550301_209788,4,5,3,4,4.0,4,3,4,4,3,3,3,3,4,전라남도 고흥군
5235,24030640121_151265,4,4,5,4,4.0,4,3,3,5,5,4,4,5,4,전라남도 고흥군
5008,2402059104A_299099,4,5,3,5,4.0,4,3,5,5,5,3,5,5,4,전라남도 고흥군
5074,24020640321_93568,5,5,3,5,5.0,5,3,5,5,5,5,5,5,5,전라남도 고흥군
5501,24040690941_240895,4,4,3,5,4.0,4,3,5,5,4,4,5,3,4,전라남도 고흥군
13334,3606053122A_226714,5,5,4,5,4.0,4,4,5,5,4,5,5,4,4,전라남도 고흥군
13400,36330110451_226758,4,4,5,5,4.0,4,5,4,4,5,5,5,4,4,전라남도 고흥군
12339,35020110121_22056,4,4,3,4,4.0,4,3,4,4,5,4,4,4,3,전라남도 고흥군
12990,36020110951_51574,4,5,4,4,4.0,3,4,5,4,4,5,4,4,4,전라남도 고흥군
13287,36060111251_167943,4,5,3,5,4.0,5,3,5,4,4,4,4,4,4,전라남도 고흥군
19147,3501268067A_136973,5,5,3,5,5.0,5,5,5,5,5,3,5,5,4,전라남도 고흥군
13056,3602061133A_310166,5,5,3,4,5.0,4,3,5,5,5,3,5,4,4,전라남도 고흥군
12521,3503061037A_143370,4,4,3,4,4.0,4,3,4,4,5,4,4,5,4,전라남도 고흥군
5528,24040720411_324764,4,4,5,4,4.0,4,4,5,5,3,4,4,4,4,전라남도 고흥군
12322,3501268067A_136973,5,5,3,5,5.0,5,5,5,5,5,3,5,5,4,전라남도 고흥군
19496,36440360131_258378,5,5,5,5,4.0,5,5,4,5,5,5,4,5,5,전라남도 고흥군
19474,36400390171_253896,4,5,4,4,4.0,5,4,4,4,5,4,4,5,5,전라남도 고흥군
17016,2402059104A_299099,4,5,3,5,4.0,4,3,5,5,5,3,5,5,4,전라남도 고흥군
8095,31013541201_187548,4,5,4,4,4.0,4,3,4,3,3,3,4,4,4,전라남도 고흥군
17029,2402060050A_37402,5,5,5,5,5.0,5,5,5,5,5,3,5,5,5,전라남도 고흥군
15838,1116066062A_345398,4,4,3,4,4.0,5,3,3,3,4,3,4,4,4,전라남도 고흥군
12955,3601073116A_22907,4,4,3,4,4.0,5,3,3,5,4,4,3,4,5,전라남도 고흥군
13252,3603067074A_23426,4,5,3,5,4.0,5,3,3,4,5,3,5,5,5,전라남도 고흥군
13240,3603066195A_338927,4,5,3,5,4.0,5,3,5,4,5,3,4,5,4,전라남도 고흥군
