index,nature,culture,traffic,sleep,food,shopping,inform,conv,kind,active,cost,busy,avg
1,0.7618205698120829,0.5907253990705198,0.6700343503738121,0.7162052939987881,0.7033239038189529,0.5765811275005048,0.6202263083451205,0.51660268067623,0.49255741900720595,0.5409678722974331,0.5624873711860975,0.6204788846231564,0.6333265979659191
2,0.8783645406670565,0.7037253754632338,0.7782572654573825,0.8018090501267796,0.794787400039009,0.6478935049736686,0.7379803003705873,0.7066185553605098,0.7006371497301866,0.5851375073142183,0.6850497366881215,0.7572166959235418,0.7442624016643911
0,0.9424619640387272,0.8079875518672204,0.8951244813277999,0.8822959889349935,0.9036998616874132,0.8170816044260024,0.8875518672199173,0.8859382203780549,0.8853849700322739,0.7317773167358219,0.8600276625172882,0.8879322268326421,0.8239280774550485
